# File exported from GenX's Reflectivity plugin
# File created: Fri Sep 20 15:59:35 2019
# Simulated SLD for data set: 10K_dd_0s
# Headers: 
#z	Im non-mag	Re non-mag	mag	mag_y	mag_x	
 (1.092474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285760328584550138e-01+0.000000000000000000e+00j)  (1.246914017094535865e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.246914017108413653e-06+0.000000000000000000e+00j)
 (1.092974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285766142073056284e-01+0.000000000000000000e+00j)  (1.276596486354808491e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.276596486354808491e-06+0.000000000000000000e+00j)
 (1.093474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285772084923500813e-01+0.000000000000000000e+00j)  (1.306939450884669895e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.306939450884669895e-06+0.000000000000000000e+00j)
 (1.093974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285778159787860697e-01+0.000000000000000000e+00j)  (1.337956451130661861e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.337956451144539649e-06+0.000000000000000000e+00j)
 (1.094474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285784369367064306e-01+0.000000000000000000e+00j)  (1.369661277506040165e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.369661277533795740e-06+0.000000000000000000e+00j)
 (1.094974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285790716411776891e-01+0.000000000000000000e+00j)  (1.402067974332066314e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.402067974345944101e-06+0.000000000000000000e+00j)
 (1.095474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285797203723188287e-01+0.000000000000000000e+00j)  (1.435190843890321588e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.435190843904199376e-06+0.000000000000000000e+00j)
 (1.095974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285803834153813385e-01+0.000000000000000000e+00j)  (1.469044450530532231e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.469044450544410019e-06+0.000000000000000000e+00j)
 (1.096474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285810610608304261e-01+0.000000000000000000e+00j)  (1.503643624833905790e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.503643624833905790e-06+0.000000000000000000e+00j)
 (1.096974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285817536044270071e-01+0.000000000000000000e+00j)  (1.539003467665445157e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.539003467693200733e-06+0.000000000000000000e+00j)
 (1.097474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285824613473108058e-01+0.000000000000000000e+00j)  (1.575139354670351821e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.575139354711985185e-06+0.000000000000000000e+00j)
 (1.097974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285831845960845099e-01+0.000000000000000000e+00j)  (1.612066940381851055e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.612066940381851055e-06+0.000000000000000000e+00j)
 (1.098474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285839236628985360e-01+0.000000000000000000e+00j)  (1.649802162495550562e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.649802162453917198e-06+0.000000000000000000e+00j)
 (1.098974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285846788655375716e-01+0.000000000000000000e+00j)  (1.688361246365843726e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.688361246365843726e-06+0.000000000000000000e+00j)
 (1.099474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285854505275075610e-01+0.000000000000000000e+00j)  (1.727760709613335166e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.727760709654968529e-06+0.000000000000000000e+00j)
 (1.099974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285862389781241344e-01+0.000000000000000000e+00j)  (1.768017366510221677e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.768017366482466102e-06+0.000000000000000000e+00j)
 (1.100474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285870445526013151e-01+0.000000000000000000e+00j)  (1.809148332199139730e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.809148332199139730e-06+0.000000000000000000e+00j)
 (1.100974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285878675921425018e-01+0.000000000000000000e+00j)  (1.851171027966724836e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.851171027938969260e-06+0.000000000000000000e+00j)
 (1.101474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285887084440312300e-01+0.000000000000000000e+00j)  (1.894103185295925584e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.894103185282047797e-06+0.000000000000000000e+00j)
 (1.101974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285895674617240969e-01+0.000000000000000000e+00j)  (1.937962850973029560e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.937962851014662924e-06+0.000000000000000000e+00j)
 (1.102474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285904450049439651e-01+0.000000000000000000e+00j)  (1.982768391806111197e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.982768391792233409e-06+0.000000000000000000e+00j)
 (1.102974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285913414397747201e-01+0.000000000000000000e+00j)  (2.028538499121435024e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.028538499149190599e-06+0.000000000000000000e+00j)
 (1.103474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285922571387565272e-01+0.000000000000000000e+00j)  (2.075292194203548490e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.075292194175792915e-06+0.000000000000000000e+00j)
 (1.103974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285931924809833093e-01+0.000000000000000000e+00j)  (2.123048832625151761e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.123048832652907336e-06+0.000000000000000000e+00j)
 (1.104474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285941478521998360e-01+0.000000000000000000e+00j)  (2.171828109853723987e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.171828109881479563e-06+0.000000000000000000e+00j)
 (1.104974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285951236449010326e-01+0.000000000000000000e+00j)  (2.221650065858948864e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.221650065872826652e-06+0.000000000000000000e+00j)
 (1.105474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285961202584319008e-01+0.000000000000000000e+00j)  (2.272535090330762841e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.272535090344640629e-06+0.000000000000000000e+00j)
 (1.105974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285971380990886592e-01+0.000000000000000000e+00j)  (2.324503927897403344e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.324503927925158919e-06+0.000000000000000000e+00j)
 (1.106474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285981775802212734e-01+0.000000000000000000e+00j)  (2.377577683398968134e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.377577683426723709e-06+0.000000000000000000e+00j)
 (1.106974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285992391223359843e-01+0.000000000000000000e+00j)  (2.431777827049952379e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.431777827008319015e-06+0.000000000000000000e+00j)
 (1.107474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286003231532008351e-01+0.000000000000000000e+00j)  (2.487126199601785714e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.487126199643419078e-06+0.000000000000000000e+00j)
 (1.107974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286014301079506428e-01+0.000000000000000000e+00j)  (2.543645018393547730e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.543645018407425518e-06+0.000000000000000000e+00j)
 (1.108474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286025604291937463e-01+0.000000000000000000e+00j)  (2.601356881959393519e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.601356881973271307e-06+0.000000000000000000e+00j)
 (1.108974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286037145671201420e-01+0.000000000000000000e+00j)  (2.660284776134780316e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.660284776093146952e-06+0.000000000000000000e+00j)
 (1.109474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286048929796100082e-01+0.000000000000000000e+00j)  (2.720452079107982257e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.720452079191248984e-06+0.000000000000000000e+00j)
 (1.109974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286060961323443941e-01+0.000000000000000000e+00j)  (2.781882567970406228e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.781882567970406228e-06+0.000000000000000000e+00j)
 (1.110474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286073244989161868e-01+0.000000000000000000e+00j)  (2.844600423101972808e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.844600423115850596e-06+0.000000000000000000e+00j)
 (1.110974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286085785609422993e-01+0.000000000000000000e+00j)  (2.908630234998987873e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.908630234998987873e-06+0.000000000000000000e+00j)
 (1.111474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286098588081777461e-01+0.000000000000000000e+00j)  (2.973997009436679662e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.973997009464435237e-06+0.000000000000000000e+00j)
 (1.111974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286111657386298290e-01+0.000000000000000000e+00j)  (3.040726173741958860e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.040726173769714435e-06+0.000000000000000000e+00j)
 (1.112474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286124998586744339e-01+0.000000000000000000e+00j)  (3.108843582400044880e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.108843582400044880e-06+0.000000000000000000e+00j)
 (1.112974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286138616831726589e-01+0.000000000000000000e+00j)  (3.178375523105181344e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.178375523105181344e-06+0.000000000000000000e+00j)
 (1.113474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286152517355892200e-01+0.000000000000000000e+00j)  (3.249348722811351564e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.249348722908496079e-06+0.000000000000000000e+00j)
 (1.113974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286166705481117445e-01+0.000000000000000000e+00j)  (3.321790354227083242e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.321790354199327666e-06+0.000000000000000000e+00j)
 (1.114474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286181186617710082e-01+0.000000000000000000e+00j)  (3.395728040922474378e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.395728040922474378e-06+0.000000000000000000e+00j)
 (1.114974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286195966265630597e-01+0.000000000000000000e+00j)  (3.471189864656665236e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.471189864684420812e-06+0.000000000000000000e+00j)
 (1.115474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286211050015712898e-01+0.000000000000000000e+00j)  (3.548204371095486920e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.548204371178753647e-06+0.000000000000000000e+00j)
 (1.115974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286226443550912757e-01+0.000000000000000000e+00j)  (3.626800576417288369e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.626800576375655005e-06+0.000000000000000000e+00j)
 (1.116474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286242152647551817e-01+0.000000000000000000e+00j)  (3.707007972919562633e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.707007973002829360e-06+0.000000000000000000e+00j)
 (1.116974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286258183176582692e-01+0.000000000000000000e+00j)  (3.788856536846019196e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.788856536887652560e-06+0.000000000000000000e+00j)
 (1.117474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286274541104865166e-01+0.000000000000000000e+00j)  (3.872376733549121042e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.872376733618509981e-06+0.000000000000000000e+00j)
 (1.117974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286291232496450720e-01+0.000000000000000000e+00j)  (3.957599524928578916e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.957599524970212279e-06+0.000000000000000000e+00j)
 (1.118474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286308263513878725e-01+0.000000000000000000e+00j)  (4.044556375593089115e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.044556375593089115e-06+0.000000000000000000e+00j)
 (1.118974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.286325640419489824e-01+0.000000000000000000e+00j)  (4.133279259632693936e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.133279259729838451e-06+0.000000000000000000e+00j)
