# File exported from GenX's Reflectivity plugin
# File created: Fri Sep 20 15:59:35 2019
# Simulated SLD for data set: 10K_dd_0s
# Headers: 
#z	Im non-mag	Re non-mag	mag	mag_y	mag_x	
 (1.049974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285545161587821950e-01+0.000000000000000000e+00j)  (1.483158592607836113e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.483158593024169747e-07+0.000000000000000000e+00j)
 (1.050474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285545942859310564e-01+0.000000000000000000e+00j)  (1.523048698270912382e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.523048698409690260e-07+0.000000000000000000e+00j)
 (1.050974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285546744051762391e-01+0.000000000000000000e+00j)  (1.563955926431326304e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.563955926986437817e-07+0.000000000000000000e+00j)
 (1.051474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285547565642479517e-01+0.000000000000000000e+00j)  (1.605904648149802938e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.605904648704914450e-07+0.000000000000000000e+00j)
 (1.051974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285548408119375541e-01+0.000000000000000000e+00j)  (1.648919775165680335e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.648919775582013969e-07+0.000000000000000000e+00j)
 (1.052474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285549271981189845e-01+0.000000000000000000e+00j)  (1.693026772109362810e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.693026772109362810e-07+0.000000000000000000e+00j)
 (1.052974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285550157737705201e-01+0.000000000000000000e+00j)  (1.738251666494328163e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.738251666771883919e-07+0.000000000000000000e+00j)
 (1.053474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285551065909972035e-01+0.000000000000000000e+00j)  (1.784621063150026998e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.784621063288804876e-07+0.000000000000000000e+00j)
 (1.053974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285551997030532689e-01+0.000000000000000000e+00j)  (1.832162151993443899e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.832162152270999655e-07+0.000000000000000000e+00j)
 (1.054474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285552951643652908e-01+0.000000000000000000e+00j)  (1.880902721906885233e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.880902722739552502e-07+0.000000000000000000e+00j)
 (1.054974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285553930305556647e-01+0.000000000000000000e+00j)  (1.930871173505543936e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.930871174199433327e-07+0.000000000000000000e+00j)
 (1.055474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285554933584662551e-01+0.000000000000000000e+00j)  (1.982096529129506735e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.982096529129506735e-07+0.000000000000000000e+00j)
 (1.055974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285555962061828761e-01+0.000000000000000000e+00j)  (2.034608444501095903e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.034608444917429537e-07+0.000000000000000000e+00j)
 (1.056474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285557016330598823e-01+0.000000000000000000e+00j)  (2.088437225933326147e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.088437226488437659e-07+0.000000000000000000e+00j)
 (1.056974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285558096997451494e-01+0.000000000000000000e+00j)  (2.143613839211688799e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.143613839628022433e-07+0.000000000000000000e+00j)
 (1.057474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285559204682059975e-01+0.000000000000000000e+00j)  (2.200169923471939626e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.200169923471939626e-07+0.000000000000000000e+00j)
 (1.057974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285560340017545600e-01+0.000000000000000000e+00j)  (2.258137803967663615e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.258137803828885737e-07+0.000000000000000000e+00j)
 (1.058474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285561503650749282e-01+0.000000000000000000e+00j)  (2.317550507058285802e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.317550507197063681e-07+0.000000000000000000e+00j)
 (1.058974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285562696242494640e-01+0.000000000000000000e+00j)  (2.378441773531747572e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.378441773670525450e-07+0.000000000000000000e+00j)
 (1.059474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285563918467866107e-01+0.000000000000000000e+00j)  (2.440846071372071435e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.440846071788405069e-07+0.000000000000000000e+00j)
 (1.059974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285565171016481489e-01+0.000000000000000000e+00j)  (2.504798611857594892e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.504798611996372770e-07+0.000000000000000000e+00j)
 (1.060474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285566454592778962e-01+0.000000000000000000e+00j)  (2.570335361218312187e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.570335361495867943e-07+0.000000000000000000e+00j)
 (1.060974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285567769916306280e-01+0.000000000000000000e+00j)  (2.637493058954554215e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.637493058815776337e-07+0.000000000000000000e+00j)
 (1.061474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285569117722006660e-01+0.000000000000000000e+00j)  (2.706309228384107257e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.706309228661663013e-07+0.000000000000000000e+00j)
 (1.061974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285570498760521319e-01+0.000000000000000000e+00j)  (2.776822197181338936e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.776822197320116814e-07+0.000000000000000000e+00j)
 (1.062474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285571913798491450e-01+0.000000000000000000e+00j)  (2.849071107369205436e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.849071107646761192e-07+0.000000000000000000e+00j)
 (1.062974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285573363618863540e-01+0.000000000000000000e+00j)  (2.923095935303265946e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.923095935580821703e-07+0.000000000000000000e+00j)
 (1.063474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285574849021203558e-01+0.000000000000000000e+00j)  (2.998937504994358960e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.998937505133136838e-07+0.000000000000000000e+00j)
 (1.063974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285576370822012260e-01+0.000000000000000000e+00j)  (3.076637504761947639e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.076637505178281273e-07+0.000000000000000000e+00j)
 (1.064474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285577929855051038e-01+0.000000000000000000e+00j)  (3.156238505552799722e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.156238505830355479e-07+0.000000000000000000e+00j)
 (1.064974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285579526971668884e-01+0.000000000000000000e+00j)  (3.237783974818775334e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.237783975096331091e-07+0.000000000000000000e+00j)
 (1.065474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285581163041132680e-01+0.000000000000000000e+00j)  (3.321318295945729915e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.321318296223285671e-07+0.000000000000000000e+00j)
 (1.065974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285582838950974138e-01+0.000000000000000000e+00j)  (3.406886784351748076e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.406886784490525955e-07+0.000000000000000000e+00j)
 (1.066474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285584555607325097e-01+0.000000000000000000e+00j)  (3.494535705250711999e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.494535705250711999e-07+0.000000000000000000e+00j)
 (1.066974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285586313935273894e-01+0.000000000000000000e+00j)  (3.584312291415869822e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.584312291693425578e-07+0.000000000000000000e+00j)
 (1.067474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285588114879218424e-01+0.000000000000000000e+00j)  (3.676264762053627067e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.676264762469960701e-07+0.000000000000000000e+00j)
 (1.067974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285589959403226956e-01+0.000000000000000000e+00j)  (3.770442340567115025e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.770442341261004415e-07+0.000000000000000000e+00j)
 (1.068474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285591848491408395e-01+0.000000000000000000e+00j)  (3.866895273985093695e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.866895274401427329e-07+0.000000000000000000e+00j)
 (1.068974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285593783148283098e-01+0.000000000000000000e+00j)  (3.965674850725520173e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.965674850725520173e-07+0.000000000000000000e+00j)
 (1.069474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285595764399160901e-01+0.000000000000000000e+00j)  (4.066833420024451584e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.066833420579563096e-07+0.000000000000000000e+00j)
 (1.069974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285597793290528035e-01+0.000000000000000000e+00j)  (4.170424414695617088e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.170424415111950722e-07+0.000000000000000000e+00j)
 (1.070474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285599870890439034e-01+0.000000000000000000e+00j)  (4.276502366673540223e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.276502367089873857e-07+0.000000000000000000e+00j)
 (1.070974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285601998288911973e-01+0.000000000000000000e+00j)  (4.385122930328222424e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.385122930605778180e-07+0.000000000000000000e+00j)
 (1.071474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285604176598330373e-01+0.000000000000000000e+00j)  (4.496342901338934439e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.496342901616490195e-07+0.000000000000000000e+00j)
 (1.071974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285606406953858416e-01+0.000000000000000000e+00j)  (4.610220238898676826e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.610220239176232582e-07+0.000000000000000000e+00j)
 (1.072474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285608690513851182e-01+0.000000000000000000e+00j)  (4.726814086253305902e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.726814086808417414e-07+0.000000000000000000e+00j)
 (1.072974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285611028460280969e-01+0.000000000000000000e+00j)  (4.846184792905994243e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.846184793322327877e-07+0.000000000000000000e+00j)
 (1.073474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285613421999165840e-01+0.000000000000000000e+00j)  (4.968393935711468146e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.968393935433912389e-07+0.000000000000000000e+00j)
 (1.073974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285615872361003165e-01+0.000000000000000000e+00j)  (5.093504339415133586e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.093504339970245098e-07+0.000000000000000000e+00j)
 (1.074474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285618380801213712e-01+0.000000000000000000e+00j)  (5.221580105518874859e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.221580106073986371e-07+0.000000000000000000e+00j)
 (1.074974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285620948600591840e-01+0.000000000000000000e+00j)  (5.352686628379288436e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.352686628379288436e-07+0.000000000000000000e+00j)
 (1.075474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285623577065757916e-01+0.000000000000000000e+00j)  (5.486890620187701018e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.486890620326478896e-07+0.000000000000000000e+00j)
 (1.075974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285626267529624056e-01+0.000000000000000000e+00j)  (5.624260137060410614e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.624260137615522126e-07+0.000000000000000000e+00j)
 (1.076474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285629021351863743e-01+0.000000000000000000e+00j)  (5.764864602353370060e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.764864602353370060e-07+0.000000000000000000e+00j)
 (1.076974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285631839919385899e-01+0.000000000000000000e+00j)  (5.908774826646201461e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.908774827201312974e-07+0.000000000000000000e+00j)
 (1.077474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285634724646822269e-01+0.000000000000000000e+00j)  (6.056063039938663906e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (6.056063040216219662e-07+0.000000000000000000e+00j)
 (1.077974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285637676977015920e-01+0.000000000000000000e+00j)  (6.206802910524444883e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (6.206802910246889127e-07+0.000000000000000000e+00j)
 (1.078474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285640698381521396e-01+0.000000000000000000e+00j)  (6.361069571081401364e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (6.361069571636512876e-07+0.000000000000000000e+00j)
 (1.078974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285643790361107652e-01+0.000000000000000000e+00j)  (6.518939650868027513e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (6.518939650729249635e-07+0.000000000000000000e+00j)
 (1.079474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285646954446275414e-01+0.000000000000000000e+00j)  (6.680491291266577036e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (6.680491291544132793e-07+0.000000000000000000e+00j)
 (1.079974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285650192197774544e-01+0.000000000000000000e+00j)  (6.845804182420422990e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (6.845804182697978746e-07+0.000000000000000000e+00j)
 (1.080474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285653505207132508e-01+0.000000000000000000e+00j)  (7.014959584328295250e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (7.014959584467073128e-07+0.000000000000000000e+00j)
 (1.080974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285656895097191166e-01+0.000000000000000000e+00j)  (7.188040355154967642e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (7.188040355710079155e-07+0.000000000000000000e+00j)
 (1.081474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285660363522650229e-01+0.000000000000000000e+00j)  (7.365130981762391116e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (7.365130981901168994e-07+0.000000000000000000e+00j)
 (1.081974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285663912170617929e-01+0.000000000000000000e+00j)  (7.546317603024377263e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (7.546317603440710897e-07+0.000000000000000000e+00j)
 (1.082474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285667542761171678e-01+0.000000000000000000e+00j)  (7.731688043133289057e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (7.731688043827178447e-07+0.000000000000000000e+00j)
 (1.082974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285671257047922622e-01+0.000000000000000000e+00j)  (7.921331838800504954e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (7.921331838800504954e-07+0.000000000000000000e+00j)
 (1.083474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285675056818595730e-01+0.000000000000000000e+00j)  (8.115340265346659976e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (8.115340266040549366e-07+0.000000000000000000e+00j)
 (1.083974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285678943895606552e-01+0.000000000000000000e+00j)  (8.313806373894117030e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (8.313806374171672786e-07+0.000000000000000000e+00j)
 (1.084474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285682920136657414e-01+0.000000000000000000e+00j)  (8.516825013571427405e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (8.516825013571427405e-07+0.000000000000000000e+00j)
 (1.084974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285686987435337492e-01+0.000000000000000000e+00j)  (8.724492866485356046e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (8.724492867179245437e-07+0.000000000000000000e+00j)
 (1.085474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285691147721728433e-01+0.000000000000000000e+00j)  (8.936908480472460781e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (8.936908480888794415e-07+0.000000000000000000e+00j)
 (1.085974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285695402963022205e-01+0.000000000000000000e+00j)  (9.154172295189333397e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (9.154172295328111275e-07+0.000000000000000000e+00j)
 (1.086474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285699755164145031e-01+0.000000000000000000e+00j)  (9.376386677639736433e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (9.376386678056070068e-07+0.000000000000000000e+00j)
 (1.086974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285704206368395219e-01+0.000000000000000000e+00j)  (9.603655954926182403e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (9.603655955481293915e-07+0.000000000000000000e+00j)
 (1.087474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285708758658078210e-01+0.000000000000000000e+00j)  (9.836086445336178485e-07+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (9.836086446168845754e-07+0.000000000000000000e+00j)
 (1.087974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285713414155165490e-01+0.000000000000000000e+00j)  (1.007378649331425180e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.007378649303669604e-06+0.000000000000000000e+00j)
 (1.088474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285718175021948517e-01+0.000000000000000000e+00j)  (1.031686649832774805e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.031686649874408168e-06+0.000000000000000000e+00j)
 (1.088974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285723043461709847e-01+0.000000000000000000e+00j)  (1.056543895761041796e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.056543895802675159e-06+0.000000000000000000e+00j)
 (1.089474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285728021719400926e-01+0.000000000000000000e+00j)  (1.081961849336288140e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.081961849350165927e-06+0.000000000000000000e+00j)
 (1.089974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285733112082328766e-01+0.000000000000000000e+00j)  (1.107952188994509868e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.107952189036143231e-06+0.000000000000000000e+00j)
 (1.090474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285738316880851495e-01+0.000000000000000000e+00j)  (1.134526813217906493e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.134526813204028706e-06+0.000000000000000000e+00j)
 (1.090974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285743638489080576e-01+0.000000000000000000e+00j)  (1.161697843587994328e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.161697843546360964e-06+0.000000000000000000e+00j)
 (1.091474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285749079325600785e-01+0.000000000000000000e+00j)  (1.189477628837920520e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.189477628865676095e-06+0.000000000000000000e+00j)
 (1.091974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.285754641854189639e-01+0.000000000000000000e+00j)  (1.217878748738243644e-06+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.217878748710488068e-06+0.000000000000000000e+00j)
