TDI Format 1.5	Offset	YIG-Nb-Co::R	YIG-Nb-Co::Theta	Nb::R	Nb::Theta	YIG-Co-Nb::R	YIG-Co-Nb::Theta	iterator	y	temperature: setpoint	temperature: T1	temperature: T2	temperature: T3	temperature: T4	temperature: heater	temperature: gas	temperature: dT/dt	temperature: current temperature	temperature: error
 	0E+0	2.69741438E-3	7.4322E+1	3.371767975E-4	9E+1	2.107362056E-4	9.5712E+1	0E+0	9E+0	7.019E+0	7.07E+0	7.055E+0	NaN	NaN	5.9E+0	7.017E+0	-2.009571344E-1	7.068E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.5498E+1	3.371767975E-4	9.7122E+1	2.107362056E-4	9.5712E+1	0E+0	9E+0	7.019E+0	7.07E+0	7.055E+0	NaN	NaN	5.9E+0	7.017E+0	-2.009571344E-1	7.068E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.5498E+1	3.371767975E-4	9.7122E+1	2.528825982E-4	9.5196E+1	0E+0	9E+0	7.019E+0	7.07E+0	7.055E+0	NaN	NaN	5.9E+0	7.017E+0	-2.009571344E-1	7.068E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.458E+1	3.371767975E-4	9.7122E+1	2.528825982E-4	1.00308E+2	0E+0	9E+0	7.019E+0	7.07E+0	7.055E+0	NaN	NaN	5.9E+0	7.017E+0	-2.009571344E-1	7.068E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.458E+1	3.371767975E-4	9.7122E+1	2.528825982E-4	1.00308E+2	0E+0	9E+0	7.019E+0	7.07E+0	7.055E+0	NaN	NaN	5.9E+0	7.017E+0	-2.009571344E-1	7.068E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.458E+1	4.214709969E-4	9.6342E+1	2.528825982E-4	1.00308E+2	0E+0	9E+0	7.019E+0	7.07E+0	7.055E+0	NaN	NaN	5.9E+0	7.017E+0	-2.009571344E-1	7.068E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.458E+1	3.371767975E-4	9.7122E+1	2.528825982E-4	1.04034E+2	0E+0	9E+0	7.019E+0	7.07E+0	7.055E+0	NaN	NaN	5.9E+0	7.017E+0	-2.009571344E-1	7.068E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.3662E+1	3.371767975E-4	1.04034E+2	2.528825982E-4	9.9462E+1	0E+0	9E+0	7.019E+0	7.07E+0	7.055E+0	NaN	NaN	5.9E+0	7.017E+0	-2.009571344E-1	7.068E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.3662E+1	3.371767975E-4	9.7122E+1	2.528825982E-4	1.04034E+2	0E+0	9E+0	7.019E+0	7.07E+0	7.055E+0	NaN	NaN	5.9E+0	7.017E+0	-2.009571344E-1	7.068E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.3662E+1	3.371767975E-4	9.7122E+1	2.528825982E-4	1.05252E+2	0E+0	9E+0	7.014E+0	7.064E+0	7.05E+0	NaN	NaN	5.9E+0	7.012E+0	-2.012045383E-1	7.063E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.3662E+1	3.371767975E-4	9.7122E+1	2.528825982E-4	1.05252E+2	0E+0	9E+0	7.014E+0	7.064E+0	7.05E+0	NaN	NaN	5.9E+0	7.012E+0	-2.012045383E-1	7.063E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.458E+1	3.371767975E-4	9.7122E+1	2.528825982E-4	1.00308E+2	0E+0	9E+0	7.014E+0	7.064E+0	7.05E+0	NaN	NaN	5.9E+0	7.012E+0	-2.012045383E-1	7.063E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.458E+1	3.371767975E-4	1.04034E+2	2.107362056E-4	1.0131E+2	0E+0	9E+0	7.014E+0	7.064E+0	7.05E+0	NaN	NaN	5.9E+0	7.012E+0	-2.012045383E-1	7.063E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.4826E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	9.5712E+1	0E+0	9E+0	7.014E+0	7.064E+0	7.05E+0	NaN	NaN	5.9E+0	7.012E+0	-2.012045383E-1	7.063E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.4826E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	9E+1	0E+0	9E+0	7.014E+0	7.064E+0	7.05E+0	NaN	NaN	5.9E+0	7.012E+0	-2.012045383E-1	7.063E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.4826E+1	4.214709969E-4	9.6342E+1	1.685883988E-4	9E+1	0E+0	9E+0	7.014E+0	7.064E+0	7.05E+0	NaN	NaN	5.9E+0	7.012E+0	-2.012045383E-1	7.063E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.5732E+1	4.214709969E-4	9.6342E+1	1.264411577E-4	9E+1	0E+0	9E+0	7.014E+0	7.064E+0	7.05E+0	NaN	NaN	5.9E+0	7.012E+0	-2.012045383E-1	7.063E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.5066E+1	4.214709969E-4	9E+1	1.264411577E-4	9E+1	0E+0	9E+0	7.014E+0	7.064E+0	7.05E+0	NaN	NaN	5.9E+0	7.012E+0	-2.012045383E-1	7.063E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.5066E+1	4.214709969E-4	9E+1	1.264411577E-4	9E+1	0E+0	9E+0	7.014E+0	7.064E+0	7.05E+0	NaN	NaN	5.9E+0	7.012E+0	-2.012045383E-1	7.063E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.4178E+1	4.214709969E-4	9E+1	1.264411577E-4	9E+1	0E+0	9E+0	7.014E+0	7.064E+0	7.05E+0	NaN	NaN	5.9E+0	7.012E+0	-2.012045383E-1	7.063E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.4178E+1	4.214709969E-4	8.3658E+1	1.264411577E-4	9.9462E+1	0E+0	9E+0	7.014E+0	7.064E+0	7.05E+0	NaN	NaN	5.9E+0	7.012E+0	-2.012045383E-1	7.063E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.3926E+1	4.214709969E-4	8.3658E+1	1.264411577E-4	1.05948E+2	0E+0	9E+0	7.009E+0	7.062E+0	7.047E+0	NaN	NaN	5.9E+0	7.007E+0	-1.977877021E-1	7.058E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9E+1	2.107362056E-4	1.10556E+2	0E+0	9E+0	7.009E+0	7.062E+0	7.047E+0	NaN	NaN	5.9E+0	7.007E+0	-1.977877021E-1	7.058E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.458E+1	4.214709969E-4	9E+1	1.685883988E-4	1.04034E+2	0E+0	9E+0	7.009E+0	7.062E+0	7.047E+0	NaN	NaN	5.9E+0	7.007E+0	-1.977877021E-1	7.058E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9E+1	1.685883988E-4	1.04034E+2	0E+0	9E+0	7.009E+0	7.062E+0	7.047E+0	NaN	NaN	5.9E+0	7.007E+0	-1.977877021E-1	7.058E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.009E+0	7.062E+0	7.047E+0	NaN	NaN	5.9E+0	7.007E+0	-1.977877021E-1	7.058E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.4826E+1	4.214709969E-4	9E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.009E+0	7.062E+0	7.047E+0	NaN	NaN	5.9E+0	7.007E+0	-1.977877021E-1	7.058E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.4826E+1	4.214709969E-4	9E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.009E+0	7.062E+0	7.047E+0	NaN	NaN	5.9E+0	7.007E+0	-1.977877021E-1	7.058E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.3926E+1	4.214709969E-4	9E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7.009E+0	7.062E+0	7.047E+0	NaN	NaN	5.9E+0	7.007E+0	-1.977877021E-1	7.058E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.4178E+1	4.214709969E-4	9E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.009E+0	7.062E+0	7.047E+0	NaN	NaN	5.9E+0	7.007E+0	-1.977877021E-1	7.058E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.4178E+1	4.214709969E-4	9E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.009E+0	7.062E+0	7.047E+0	NaN	NaN	5.9E+0	7.007E+0	-1.977877021E-1	7.058E+0	-4.9E-2
 	0E+0	2.95030405E-3	7.3302E+1	4.214709969E-4	9E+1	1.685883988E-4	1.04034E+2	0E+0	9E+0	7.009E+0	7.062E+0	7.047E+0	NaN	NaN	5.9E+0	7.007E+0	-1.977877021E-1	7.058E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.3032E+1	4.214709969E-4	9E+1	1.685883988E-4	1.04034E+2	0E+0	9E+0	7.009E+0	7.062E+0	7.047E+0	NaN	NaN	5.9E+0	7.007E+0	-1.977877021E-1	7.058E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.004E+0	7.053E+0	7.038E+0	NaN	NaN	5.8E+0	7.002E+0	-2.036430985E-1	7.053E+0	-4.9E-2
 	0E+0	2.69741438E-3	7.5006E+1	4.214709969E-4	8.3658E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.004E+0	7.053E+0	7.038E+0	NaN	NaN	5.8E+0	7.002E+0	-2.036430985E-1	7.053E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.215E+1	4.214709969E-4	9E+1	1.685883988E-4	1.29804E+2	0E+0	9E+0	7.004E+0	7.053E+0	7.038E+0	NaN	NaN	5.8E+0	7.002E+0	-2.036430985E-1	7.053E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9E+1	1.685883988E-4	1.19748E+2	0E+0	9E+0	7E+0	7.046E+0	7.031E+0	NaN	NaN	5.9E+0	7E+0	-1.991391182E-1	7.044E+0	-4.4E-2
 	0E+0	2.781715651E-3	7.2474E+1	4.214709969E-4	9E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7E+0	7.046E+0	7.031E+0	NaN	NaN	5.9E+0	7E+0	-1.991391182E-1	7.044E+0	-4.4E-2
 	0E+0	2.866002779E-3	7.5066E+1	4.214709969E-4	9.5712E+1	1.264411577E-4	9E+1	0E+0	9E+0	7E+0	7.04E+0	7.024E+0	NaN	NaN	5.9E+0	7E+0	-1.950027496E-1	7.039E+0	-3.9E-2
 	0E+0	2.61311311E-3	7.3494E+1	3.371767975E-4	9E+1	2.528825982E-4	1.00308E+2	0E+0	9E+0	7E+0	7.04E+0	7.024E+0	NaN	NaN	5.9E+0	7E+0	-1.950027496E-1	7.039E+0	-3.9E-2
 	0E+0	2.61311311E-3	7.3782E+1	3.371767975E-4	9E+1	2.528825982E-4	1.11804E+2	0E+0	9E+0	7E+0	7.04E+0	7.023E+0	NaN	NaN	5.9E+0	7E+0	-1.816061735E-1	7.041E+0	-4.1E-2
 	0E+0	2.69741438E-3	7.5258E+1	3.371767975E-4	9.7122E+1	2.107362056E-4	1.13964E+2	0E+0	9E+0	7E+0	7.04E+0	7.023E+0	NaN	NaN	5.9E+0	7E+0	-1.816061735E-1	7.041E+0	-4.1E-2
 	0E+0	2.866002779E-3	7.4178E+1	4.214709969E-4	8.3658E+1	8.429434081E-5	1.16562E+2	0E+0	9E+0	7E+0	7.04E+0	7.023E+0	NaN	NaN	5.9E+0	7E+0	-1.816061735E-1	7.041E+0	-4.1E-2
 	0E+0	2.95030405E-3	7.6188E+1	3.371767975E-4	9E+1	1.264411577E-4	9E+1	0E+0	9E+0	7E+0	7.036E+0	7.019E+0	NaN	NaN	5.9E+0	7E+0	-1.726192981E-1	7.036E+0	-3.6E-2
 	0E+0	2.866002779E-3	7.215E+1	4.214709969E-4	9E+1	2.107362056E-4	1.16562E+2	0E+0	9E+0	7E+0	7.036E+0	7.019E+0	NaN	NaN	5.9E+0	7E+0	-1.726192981E-1	7.036E+0	-3.6E-2
 	0E+0	2.781715651E-3	7.5498E+1	4.214709969E-4	9E+1	1.264411577E-4	9E+1	0E+0	9E+0	7E+0	7.04E+0	7.022E+0	NaN	NaN	5.8E+0	7E+0	-1.544373333E-1	7.042E+0	-4.2E-2
 	0E+0	2.866002779E-3	7.3926E+1	4.214709969E-4	7.7472E+1	2.107362056E-4	1.08432E+2	0E+0	9E+0	7E+0	7.04E+0	7.022E+0	NaN	NaN	5.8E+0	7E+0	-1.544373333E-1	7.042E+0	-4.2E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	8.3658E+1	2.528825982E-4	1.11804E+2	0E+0	9E+0	7E+0	7.036E+0	7.018E+0	NaN	NaN	5.9E+0	7E+0	-1.460375637E-1	7.037E+0	-3.7E-2
 	0E+0	2.866002779E-3	7.1862E+1	4.214709969E-4	8.3658E+1	1.685883988E-4	1.19748E+2	0E+0	9E+0	7E+0	7.036E+0	7.018E+0	NaN	NaN	5.9E+0	7E+0	-1.460375637E-1	7.037E+0	-3.7E-2
 	0E+0	2.866002779E-3	7.4178E+1	4.214709969E-4	9E+1	1.264411577E-4	1.05948E+2	0E+0	9E+0	7E+0	7.036E+0	7.018E+0	NaN	NaN	5.9E+0	7E+0	-1.460375637E-1	7.037E+0	-3.7E-2
 	0E+0	2.95030405E-3	7.041E+1	4.214709969E-4	8.3658E+1	1.264411577E-4	1.35E+2	0E+0	9E+0	7E+0	7.038E+0	7.021E+0	NaN	NaN	5.9E+0	7E+0	-1.27222389E-1	7.038E+0	-3.8E-2
 	0E+0	2.866002779E-3	7.3926E+1	5.057651963E-4	8.4804E+1	1.264411577E-4	1.20966E+2	0E+0	9E+0	7E+0	7.038E+0	7.021E+0	NaN	NaN	5.9E+0	7E+0	-1.27222389E-1	7.038E+0	-3.8E-2
 	0E+0	2.781715651E-3	7.2474E+1	4.214709969E-4	8.3658E+1	2.107362056E-4	9.5712E+1	0E+0	9E+0	7E+0	7.036E+0	7.019E+0	NaN	NaN	5.9E+0	7E+0	-1.162064821E-1	7.036E+0	-3.6E-2
 	0E+0	2.866002779E-3	7.2756E+1	4.214709969E-4	8.3658E+1	1.264411577E-4	1.2369E+2	0E+0	9E+0	7E+0	7.036E+0	7.019E+0	NaN	NaN	5.9E+0	7E+0	-1.162064821E-1	7.036E+0	-3.6E-2
 	0E+0	2.781715651E-3	7.458E+1	4.214709969E-4	9E+1	1.685883988E-4	1.13202E+2	0E+0	9E+0	7E+0	7.033E+0	7.016E+0	NaN	NaN	5.9E+0	7E+0	-1.075397208E-1	7.034E+0	-3.4E-2
 	0E+0	2.866002779E-3	7.5966E+1	4.214709969E-4	9.6342E+1	8.429434081E-5	1.11804E+2	0E+0	9E+0	7E+0	7.033E+0	7.016E+0	NaN	NaN	5.9E+0	7E+0	-1.075397208E-1	7.034E+0	-3.4E-2
 	0E+0	2.781715651E-3	7.2474E+1	4.214709969E-4	9E+1	2.107362056E-4	1.06698E+2	0E+0	9E+0	7E+0	7.033E+0	7.016E+0	NaN	NaN	5.9E+0	7E+0	-1.075397208E-1	7.034E+0	-3.4E-2
 	0E+0	2.866002779E-3	7.3032E+1	4.214709969E-4	9E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7E+0	7.036E+0	7.019E+0	NaN	NaN	5.9E+0	7E+0	-9.015950561E-2	7.036E+0	-3.6E-2
 	0E+0	2.866002779E-3	7.2756E+1	4.214709969E-4	8.3658E+1	2.107362056E-4	1.10556E+2	0E+0	9E+0	7E+0	7.036E+0	7.019E+0	NaN	NaN	5.9E+0	7E+0	-9.015950561E-2	7.036E+0	-3.6E-2
 	0E+0	2.69741438E-3	7.3392E+1	4.214709969E-4	9E+1	2.107362056E-4	1.10556E+2	0E+0	9E+0	7E+0	7.033E+0	7.016E+0	NaN	NaN	6E+0	7E+0	-8.216769248E-2	7.03E+0	-3E-2
 	0E+0	2.781715651E-3	7.3662E+1	3.371767975E-4	9E+1	2.107362056E-4	1.13964E+2	0E+0	9E+0	7E+0	7.033E+0	7.016E+0	NaN	NaN	6E+0	7E+0	-8.216769248E-2	7.03E+0	-3E-2
 	0E+0	2.781715651E-3	7.3662E+1	3.371767975E-4	9E+1	2.107362056E-4	1.19052E+2	0E+0	9E+0	7E+0	7.031E+0	7.014E+0	NaN	NaN	5.9E+0	7E+0	-7.301919162E-2	7.031E+0	-3.1E-2
 	0E+0	2.866002779E-3	7.3032E+1	4.214709969E-4	8.3658E+1	2.107362056E-4	1.30602E+2	0E+0	9E+0	7E+0	7.031E+0	7.014E+0	NaN	NaN	5.9E+0	7E+0	-7.301919162E-2	7.031E+0	-3.1E-2
 	0E+0	2.866002779E-3	7.1862E+1	4.214709969E-4	8.3658E+1	2.107362056E-4	1.06698E+2	0E+0	9E+0	7E+0	7.031E+0	7.014E+0	NaN	NaN	5.9E+0	7E+0	-7.301919162E-2	7.031E+0	-3.1E-2
 	0E+0	2.866002779E-3	7.2756E+1	4.214709969E-4	8.3658E+1	2.107362056E-4	1.08432E+2	0E+0	9E+0	7E+0	7.035E+0	7.016E+0	NaN	NaN	5.8E+0	7E+0	-5.884572119E-2	7.036E+0	-3.6E-2
 	0E+0	2.69741438E-3	7.3392E+1	4.214709969E-4	9E+1	2.528825982E-4	1.0998E+2	0E+0	9E+0	7E+0	7.035E+0	7.016E+0	NaN	NaN	5.8E+0	7E+0	-5.884572119E-2	7.036E+0	-3.6E-2
 	0E+0	2.781715651E-3	7.2474E+1	4.214709969E-4	8.4288E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7E+0	7.03E+0	7.012E+0	NaN	NaN	5.9E+0	7E+0	-5.428238958E-2	7.031E+0	-3.1E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9E+1	2.107362056E-4	1.22004E+2	0E+0	9E+0	7E+0	7.03E+0	7.012E+0	NaN	NaN	5.9E+0	7E+0	-5.428238958E-2	7.031E+0	-3.1E-2
 	0E+0	2.866002779E-3	7.4178E+1	4.214709969E-4	9E+1	2.107362056E-4	1.25538E+2	0E+0	9E+0	7E+0	7.033E+0	7.016E+0	NaN	NaN	5.9E+0	7E+0	-3.875369579E-2	7.032E+0	-3.2E-2
 	0E+0	2.866002779E-3	7.4826E+1	3.371767975E-4	9E+1	2.107362056E-4	1.10556E+2	0E+0	9E+0	7E+0	7.033E+0	7.016E+0	NaN	NaN	5.9E+0	7E+0	-3.875369579E-2	7.032E+0	-3.2E-2
 	0E+0	2.781715651E-3	7.458E+1	4.214709969E-4	9E+1	1.264411577E-4	9E+1	0E+0	9E+0	7E+0	7.033E+0	7.016E+0	NaN	NaN	5.9E+0	7E+0	-3.875369579E-2	7.032E+0	-3.2E-2
 	0E+0	2.781715651E-3	7.458E+1	3.371767975E-4	9E+1	1.685883988E-4	9E+1	0E+0	9E+0	7E+0	7.022E+0	7.005E+0	NaN	NaN	5.9E+0	7E+0	-4.717767984E-2	7.023E+0	-2.3E-2
 	0E+0	2.866002779E-3	7.2756E+1	4.214709969E-4	9E+1	2.528825982E-4	1.14444E+2	0E+0	9E+0	7E+0	7.022E+0	7.005E+0	NaN	NaN	5.9E+0	7E+0	-4.717767984E-2	7.023E+0	-2.3E-2
 	0E+0	2.781715651E-3	7.2474E+1	4.214709969E-4	9E+1	2.950289907E-4	1.1262E+2	0E+0	9E+0	7E+0	7.03E+0	7.011E+0	NaN	NaN	5.8E+0	7E+0	-3.022071347E-2	7.033E+0	-3.3E-2
 	0E+0	2.69741438E-3	7.311E+1	4.214709969E-4	9E+1	2.528825982E-4	1.0998E+2	0E+0	9E+0	7E+0	7.03E+0	7.011E+0	NaN	NaN	5.8E+0	7E+0	-3.022071347E-2	7.033E+0	-3.3E-2
 	0E+0	2.866002779E-3	7.5732E+1	3.371767975E-4	9E+1	1.264411577E-4	9E+1	0E+0	9E+0	7E+0	7.03E+0	7.011E+0	NaN	NaN	5.8E+0	7E+0	-3.022071347E-2	7.033E+0	-3.3E-2
 	0E+0	2.866002779E-3	7.665E+1	3.371767975E-4	9E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7E+0	7.03E+0	7.011E+0	NaN	NaN	5.9E+0	7E+0	-2.366096526E-2	7.029E+0	-2.9E-2
 	0E+0	2.866002779E-3	7.5066E+1	4.214709969E-4	9.6342E+1	1.264411577E-4	1.05948E+2	0E+0	9E+0	7E+0	7.03E+0	7.011E+0	NaN	NaN	5.9E+0	7E+0	-2.366096526E-2	7.029E+0	-2.9E-2
 	0E+0	2.866002779E-3	7.0098E+1	4.214709969E-4	9E+1	2.107362056E-4	1.19052E+2	0E+0	9E+0	7E+0	7.031E+0	7.014E+0	NaN	NaN	5.9E+0	7E+0	-1.410239469E-2	7.03E+0	-3E-2
 	0E+0	2.866002779E-3	7.3032E+1	5.057651963E-4	9E+1	2.107362056E-4	1.08432E+2	0E+0	9E+0	7E+0	7.031E+0	7.014E+0	NaN	NaN	5.9E+0	7E+0	-1.410239469E-2	7.03E+0	-3E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7E+0	7.029E+0	7.011E+0	NaN	NaN	5.8E+0	7E+0	-1.493611746E-2	7.031E+0	-3.1E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9.6342E+1	1.685883988E-4	1.04034E+2	0E+0	9E+0	7E+0	7.029E+0	7.011E+0	NaN	NaN	5.8E+0	7E+0	-1.493611746E-2	7.031E+0	-3.1E-2
 	0E+0	2.866002779E-3	7.215E+1	4.214709969E-4	8.4288E+1	1.264411577E-4	1.2369E+2	0E+0	9E+0	7E+0	7.029E+0	7.011E+0	NaN	NaN	5.8E+0	7E+0	-1.493611746E-2	7.031E+0	-3.1E-2
 	0E+0	2.866002779E-3	7.3032E+1	3.371767975E-4	9E+1	2.107362056E-4	1.10556E+2	0E+0	9E+0	7E+0	7.025E+0	7.007E+0	NaN	NaN	5.9E+0	7E+0	-1.831532829E-2	7.024E+0	-2.4E-2
 	0E+0	2.69741438E-3	7.4322E+1	4.214709969E-4	9E+1	2.528825982E-4	1.00308E+2	0E+0	9E+0	7E+0	7.025E+0	7.007E+0	NaN	NaN	5.9E+0	7E+0	-1.831532829E-2	7.024E+0	-2.4E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9E+1	2.107362056E-4	1.19052E+2	0E+0	9E+0	7E+0	7.023E+0	7.006E+0	NaN	NaN	6E+0	7E+0	-1.827813685E-2	7.02E+0	-2E-2
 	0E+0	2.69741438E-3	7.4322E+1	4.214709969E-4	9E+1	2.107362056E-4	9.5712E+1	0E+0	9E+0	7E+0	7.023E+0	7.006E+0	NaN	NaN	6E+0	7E+0	-1.827813685E-2	7.02E+0	-2E-2
 	0E+0	2.69741438E-3	7.4322E+1	4.214709969E-4	9E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7E+0	7.024E+0	7.006E+0	NaN	NaN	5.9E+0	7E+0	-1.713811606E-2	7.025E+0	-2.5E-2
 	0E+0	2.866002779E-3	7.5732E+1	4.214709969E-4	9E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7E+0	7.024E+0	7.006E+0	NaN	NaN	5.9E+0	7E+0	-1.713811606E-2	7.025E+0	-2.5E-2
 	0E+0	2.781715651E-3	7.458E+1	4.214709969E-4	9E+1	2.107362056E-4	1.06698E+2	0E+0	9E+0	7E+0	7.024E+0	7.006E+0	NaN	NaN	5.9E+0	7E+0	-1.713811606E-2	7.025E+0	-2.5E-2
 	0E+0	2.866002779E-3	7.4826E+1	4.214709969E-4	9E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7E+0	7.026E+0	7.008E+0	NaN	NaN	5.9E+0	7E+0	-1.297037583E-2	7.026E+0	-2.6E-2
 	0E+0	2.866002779E-3	7.4178E+1	4.214709969E-4	9E+1	1.264411577E-4	1.16562E+2	0E+0	9E+0	7E+0	7.026E+0	7.008E+0	NaN	NaN	5.9E+0	7E+0	-1.297037583E-2	7.026E+0	-2.6E-2
 	0E+0	2.866002779E-3	7.1862E+1	4.214709969E-4	8.3658E+1	1.685883988E-4	1.13202E+2	0E+0	9E+0	7E+0	7.024E+0	7.006E+0	NaN	NaN	5.9E+0	7E+0	-1.47283487E-2	7.024E+0	-2.4E-2
 	0E+0	2.781715651E-3	7.458E+1	4.214709969E-4	9.6342E+1	2.528825982E-4	1.16562E+2	0E+0	9E+0	7E+0	7.024E+0	7.006E+0	NaN	NaN	5.9E+0	7E+0	-1.47283487E-2	7.024E+0	-2.4E-2
 	0E+0	2.781715651E-3	7.458E+1	4.214709969E-4	9.6342E+1	2.528825982E-4	1.16562E+2	0E+0	9E+0	7E+0	7.024E+0	7.007E+0	NaN	NaN	5.9E+0	7E+0	-1.201451104E-2	7.024E+0	-2.4E-2
 	0E+0	2.781715651E-3	7.458E+1	4.214709969E-4	9E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7E+0	7.024E+0	7.007E+0	NaN	NaN	5.9E+0	7E+0	-1.201451104E-2	7.024E+0	-2.4E-2
 	0E+0	2.866002779E-3	7.2756E+1	4.214709969E-4	8.3658E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7E+0	7.024E+0	7.007E+0	NaN	NaN	5.9E+0	7E+0	-1.201451104E-2	7.024E+0	-2.4E-2
 	0E+0	2.95030405E-3	7.3302E+1	4.214709969E-4	9E+1	1.264411577E-4	1.2369E+2	0E+0	9E+0	7E+0	7.024E+0	7.006E+0	NaN	NaN	5.9E+0	7E+0	-1.208874583E-2	7.025E+0	-2.5E-2
 	0E+0	2.866002779E-3	7.215E+1	4.214709969E-4	8.3658E+1	2.107362056E-4	1.10556E+2	0E+0	9E+0	7E+0	7.024E+0	7.006E+0	NaN	NaN	5.9E+0	7E+0	-1.208874583E-2	7.025E+0	-2.5E-2
 	0E+0	2.95030405E-3	7.2426E+1	4.214709969E-4	9E+1	1.685883988E-4	1.19748E+2	0E+0	9E+0	7E+0	7.023E+0	7.005E+0	NaN	NaN	5.9E+0	7E+0	-1.247747988E-2	7.023E+0	-2.3E-2
 	0E+0	2.866002779E-3	7.2756E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	1.16562E+2	0E+0	9E+0	7E+0	7.023E+0	7.005E+0	NaN	NaN	5.9E+0	7E+0	-1.247747988E-2	7.023E+0	-2.3E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9E+1	2.107362056E-4	1.08432E+2	0E+0	9E+0	7E+0	7.022E+0	7.004E+0	NaN	NaN	5.9E+0	7E+0	-1.282183267E-2	7.022E+0	-2.2E-2
 	0E+0	2.95030405E-3	7.3302E+1	4.214709969E-4	8.3658E+1	1.685883988E-4	1.19748E+2	0E+0	9E+0	7E+0	7.022E+0	7.004E+0	NaN	NaN	5.9E+0	7E+0	-1.282183267E-2	7.022E+0	-2.2E-2
 	0E+0	2.69741438E-3	7.7154E+1	4.214709969E-4	9E+1	2.107362056E-4	8.4288E+1	0E+0	9E+0	7E+0	7.022E+0	7.004E+0	NaN	NaN	5.9E+0	7E+0	-1.282183267E-2	7.022E+0	-2.2E-2
 	0E+0	2.69741438E-3	7.4052E+1	3.371767975E-4	9.7122E+1	2.528825982E-4	1.0998E+2	0E+0	9E+0	7E+0	7.022E+0	7.006E+0	NaN	NaN	5.9E+0	7E+0	-8.932912722E-3	7.021E+0	-2.1E-2
