TDI Format 1.5	Offset	YIG-Nb-Co::R	YIG-Nb-Co::Theta	Nb::R	Nb::Theta	YIG-Co-Nb::R	YIG-Co-Nb::Theta	iterator	y	temperature: setpoint	temperature: T1	temperature: T2	temperature: T3	temperature: T4	temperature: heater	temperature: gas	temperature: dT/dt	temperature: current temperature	temperature: error
 	0E+0	2.69741438E-3	7.4052E+1	4.214709969E-4	7.7472E+1	2.528825982E-4	1.00308E+2	0E+0	9E+0	7.068E+0	7.12E+0	7.105E+0	NaN	NaN	5.9E+0	7.066E+0	-1.972333044E-1	7.12E+0	-5.2E-2
 	0E+0	2.69741438E-3	7.4052E+1	4.214709969E-4	7.7472E+1	2.528825982E-4	1.00308E+2	0E+0	9E+0	7.068E+0	7.12E+0	7.105E+0	NaN	NaN	5.9E+0	7.066E+0	-1.972333044E-1	7.12E+0	-5.2E-2
 	0E+0	2.69741438E-3	7.5006E+1	4.214709969E-4	7.7472E+1	2.528825982E-4	9.5196E+1	0E+0	9E+0	7.068E+0	7.12E+0	7.105E+0	NaN	NaN	5.9E+0	7.066E+0	-1.972333044E-1	7.12E+0	-5.2E-2
 	0E+0	2.69741438E-3	7.4052E+1	4.214709969E-4	7.7472E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.69741438E-3	7.5006E+1	4.214709969E-4	7.7472E+1	2.107362056E-4	9.5712E+1	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.69741438E-3	7.5258E+1	4.214709969E-4	7.7472E+1	2.107362056E-4	9.5712E+1	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.69741438E-3	7.62E+1	3.371767975E-4	7.5966E+1	2.107362056E-4	9E+1	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.69741438E-3	7.62E+1	3.371767975E-4	8.2878E+1	2.107362056E-4	9E+1	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.69741438E-3	7.737E+1	3.371767975E-4	7.5966E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.6428E+1	4.214709969E-4	7.7472E+1	1.685883988E-4	9.7122E+1	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.6428E+1	4.214709969E-4	7.7472E+1	1.685883988E-4	9.7122E+1	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.5498E+1	4.214709969E-4	7.7472E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.5498E+1	4.214709969E-4	7.7472E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.69741438E-3	7.4322E+1	4.214709969E-4	7.7472E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.69741438E-3	7.4322E+1	3.371767975E-4	7.5966E+1	1.685883988E-4	9.7122E+1	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.69741438E-3	7.5006E+1	3.371767975E-4	7.5966E+1	1.685883988E-4	9.7122E+1	0E+0	9E+0	7.062E+0	7.112E+0	7.098E+0	NaN	NaN	5.9E+0	7.06E+0	-1.99401781E-1	7.11E+0	-4.8E-2
 	0E+0	2.69741438E-3	7.5006E+1	4.214709969E-4	7.7472E+1	2.107362056E-4	9E+1	0E+0	9E+0	7.056E+0	7.108E+0	7.093E+0	NaN	NaN	5.9E+0	7.054E+0	-1.984274387E-1	7.106E+0	-5E-2
 	0E+0	2.69741438E-3	7.5006E+1	4.214709969E-4	8.3658E+1	2.107362056E-4	9E+1	0E+0	9E+0	7.056E+0	7.108E+0	7.093E+0	NaN	NaN	5.9E+0	7.054E+0	-1.984274387E-1	7.106E+0	-5E-2
 	0E+0	2.69741438E-3	7.5006E+1	4.214709969E-4	8.3658E+1	2.107362056E-4	9E+1	0E+0	9E+0	7.056E+0	7.108E+0	7.093E+0	NaN	NaN	5.9E+0	7.054E+0	-1.984274387E-1	7.106E+0	-5E-2
 	0E+0	2.69741438E-3	7.5006E+1	4.214709969E-4	7.7472E+1	2.107362056E-4	9E+1	0E+0	9E+0	7.056E+0	7.108E+0	7.093E+0	NaN	NaN	5.9E+0	7.054E+0	-1.984274387E-1	7.106E+0	-5E-2
 	0E+0	2.69741438E-3	7.5258E+1	4.214709969E-4	7.7472E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.056E+0	7.108E+0	7.093E+0	NaN	NaN	5.9E+0	7.054E+0	-1.984274387E-1	7.106E+0	-5E-2
 	0E+0	2.69741438E-3	7.4322E+1	4.214709969E-4	8.3658E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.056E+0	7.108E+0	7.093E+0	NaN	NaN	5.9E+0	7.054E+0	-1.984274387E-1	7.106E+0	-5E-2
 	0E+0	2.781715651E-3	7.458E+1	4.214709969E-4	8.4288E+1	2.107362056E-4	1.08432E+2	0E+0	9E+0	7.056E+0	7.108E+0	7.093E+0	NaN	NaN	5.9E+0	7.054E+0	-1.984274387E-1	7.106E+0	-5E-2
 	0E+0	2.781715651E-3	7.458E+1	4.214709969E-4	8.4288E+1	2.107362056E-4	1.08432E+2	0E+0	9E+0	7.056E+0	7.108E+0	7.093E+0	NaN	NaN	5.9E+0	7.054E+0	-1.984274387E-1	7.106E+0	-5E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9E+1	2.107362056E-4	1.06698E+2	0E+0	9E+0	7.056E+0	7.108E+0	7.093E+0	NaN	NaN	5.9E+0	7.054E+0	-1.984274387E-1	7.106E+0	-5E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9E+1	2.107362056E-4	1.06698E+2	0E+0	9E+0	7.056E+0	7.108E+0	7.093E+0	NaN	NaN	5.9E+0	7.054E+0	-1.984274387E-1	7.106E+0	-5E-2
 	0E+0	2.781715651E-3	7.3662E+1	4.214709969E-4	9E+1	2.107362056E-4	1.06698E+2	0E+0	9E+0	7.056E+0	7.108E+0	7.093E+0	NaN	NaN	5.9E+0	7.054E+0	-1.984274387E-1	7.106E+0	-5E-2
 	0E+0	2.866002779E-3	7.3926E+1	4.214709969E-4	8.4288E+1	2.528825982E-4	1.05252E+2	0E+0	9E+0	7.056E+0	7.108E+0	7.093E+0	NaN	NaN	5.9E+0	7.054E+0	-1.984274387E-1	7.106E+0	-5E-2
 	0E+0	2.866002779E-3	7.2756E+1	4.214709969E-4	8.4288E+1	2.528825982E-4	1.05252E+2	0E+0	9E+0	7.051E+0	7.102E+0	7.087E+0	NaN	NaN	5.9E+0	7.049E+0	-2.00001508E-1	7.098E+0	-4.7E-2
 	0E+0	2.781715651E-3	7.2474E+1	4.214709969E-4	8.4288E+1	2.528825982E-4	1.05252E+2	0E+0	9E+0	7.051E+0	7.102E+0	7.087E+0	NaN	NaN	5.9E+0	7.049E+0	-2.00001508E-1	7.098E+0	-4.7E-2
 	0E+0	2.69741438E-3	7.3392E+1	4.214709969E-4	8.3658E+1	2.528825982E-4	1.00308E+2	0E+0	9E+0	7.051E+0	7.102E+0	7.087E+0	NaN	NaN	5.9E+0	7.049E+0	-2.00001508E-1	7.098E+0	-4.7E-2
 	0E+0	2.69741438E-3	7.3392E+1	4.214709969E-4	8.3658E+1	2.528825982E-4	1.00308E+2	0E+0	9E+0	7.051E+0	7.102E+0	7.087E+0	NaN	NaN	5.9E+0	7.049E+0	-2.00001508E-1	7.098E+0	-4.7E-2
 	0E+0	2.69741438E-3	7.4322E+1	4.214709969E-4	9E+1	2.528825982E-4	1.00308E+2	0E+0	9E+0	7.051E+0	7.102E+0	7.087E+0	NaN	NaN	5.9E+0	7.049E+0	-2.00001508E-1	7.098E+0	-4.7E-2
 	0E+0	2.69741438E-3	7.4322E+1	4.214709969E-4	9E+1	2.528825982E-4	1.00308E+2	0E+0	9E+0	7.051E+0	7.102E+0	7.087E+0	NaN	NaN	5.9E+0	7.049E+0	-2.00001508E-1	7.098E+0	-4.7E-2
 	0E+0	2.781715651E-3	7.458E+1	4.214709969E-4	9E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7.051E+0	7.102E+0	7.087E+0	NaN	NaN	5.9E+0	7.049E+0	-2.00001508E-1	7.098E+0	-4.7E-2
 	0E+0	2.866002779E-3	7.4826E+1	4.214709969E-4	9E+1	2.107362056E-4	1.06698E+2	0E+0	9E+0	7.051E+0	7.102E+0	7.087E+0	NaN	NaN	5.9E+0	7.049E+0	-2.00001508E-1	7.098E+0	-4.7E-2
 	0E+0	2.866002779E-3	7.5732E+1	4.214709969E-4	9E+1	2.107362056E-4	1.08432E+2	0E+0	9E+0	7.051E+0	7.102E+0	7.087E+0	NaN	NaN	5.9E+0	7.049E+0	-2.00001508E-1	7.098E+0	-4.7E-2
 	0E+0	2.866002779E-3	7.5732E+1	4.214709969E-4	9E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.051E+0	7.102E+0	7.087E+0	NaN	NaN	5.9E+0	7.049E+0	-2.00001508E-1	7.098E+0	-4.7E-2
 	0E+0	2.866002779E-3	7.5732E+1	4.214709969E-4	9E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7.051E+0	7.102E+0	7.087E+0	NaN	NaN	5.9E+0	7.049E+0	-2.00001508E-1	7.098E+0	-4.7E-2
 	0E+0	2.866002779E-3	7.5732E+1	4.214709969E-4	9E+1	2.107362056E-4	1.06698E+2	0E+0	9E+0	7.051E+0	7.102E+0	7.087E+0	NaN	NaN	5.9E+0	7.049E+0	-2.00001508E-1	7.098E+0	-4.7E-2
 	0E+0	2.781715651E-3	7.5498E+1	4.214709969E-4	8.4288E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.046E+0	7.095E+0	7.08E+0	NaN	NaN	5.9E+0	7.044E+0	-2.025472075E-1	7.095E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.5732E+1	4.214709969E-4	8.3658E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.046E+0	7.095E+0	7.08E+0	NaN	NaN	5.9E+0	7.044E+0	-2.025472075E-1	7.095E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.5498E+1	4.214709969E-4	9E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.046E+0	7.095E+0	7.08E+0	NaN	NaN	5.9E+0	7.044E+0	-2.025472075E-1	7.095E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.5498E+1	4.214709969E-4	9E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.046E+0	7.095E+0	7.08E+0	NaN	NaN	5.9E+0	7.044E+0	-2.025472075E-1	7.095E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.5498E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.046E+0	7.095E+0	7.08E+0	NaN	NaN	5.9E+0	7.044E+0	-2.025472075E-1	7.095E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.665E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.046E+0	7.095E+0	7.08E+0	NaN	NaN	5.9E+0	7.044E+0	-2.025472075E-1	7.095E+0	-4.9E-2
 	0E+0	2.866002779E-3	7.665E+1	4.214709969E-4	1.02528E+2	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.046E+0	7.095E+0	7.08E+0	NaN	NaN	5.9E+0	7.044E+0	-2.025472075E-1	7.095E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.5498E+1	3.371767975E-4	1.04034E+2	2.107362056E-4	1.0131E+2	0E+0	9E+0	7.046E+0	7.095E+0	7.08E+0	NaN	NaN	5.9E+0	7.044E+0	-2.025472075E-1	7.095E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.5498E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.046E+0	7.095E+0	7.08E+0	NaN	NaN	5.9E+0	7.044E+0	-2.025472075E-1	7.095E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.5498E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.046E+0	7.095E+0	7.08E+0	NaN	NaN	5.9E+0	7.044E+0	-2.025472075E-1	7.095E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.5498E+1	4.214709969E-4	9.6342E+1	1.685883988E-4	9.7122E+1	0E+0	9E+0	7.046E+0	7.095E+0	7.08E+0	NaN	NaN	5.9E+0	7.044E+0	-2.025472075E-1	7.095E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.5498E+1	4.214709969E-4	9.6342E+1	1.685883988E-4	9E+1	0E+0	9E+0	7.046E+0	7.095E+0	7.08E+0	NaN	NaN	5.9E+0	7.044E+0	-2.025472075E-1	7.095E+0	-4.9E-2
 	0E+0	2.781715651E-3	7.5498E+1	3.371767975E-4	9E+1	1.264411577E-4	9.813E+1	0E+0	9E+0	7.04E+0	7.093E+0	7.079E+0	NaN	NaN	5.8E+0	7.038E+0	-1.959100962E-1	7.093E+0	-5.3E-2
 	0E+0	2.781715651E-3	7.458E+1	3.371767975E-4	9E+1	1.264411577E-4	9.9462E+1	0E+0	9E+0	7.04E+0	7.093E+0	7.079E+0	NaN	NaN	5.8E+0	7.038E+0	-1.959100962E-1	7.093E+0	-5.3E-2
 	0E+0	2.781715651E-3	7.3662E+1	3.371767975E-4	8.2878E+1	1.264411577E-4	1.08432E+2	0E+0	9E+0	7.04E+0	7.093E+0	7.079E+0	NaN	NaN	5.8E+0	7.038E+0	-1.959100962E-1	7.093E+0	-5.3E-2
 	0E+0	2.781715651E-3	7.3662E+1	3.371767975E-4	8.2878E+1	8.429434081E-5	1.11804E+2	0E+0	9E+0	7.04E+0	7.093E+0	7.079E+0	NaN	NaN	5.8E+0	7.038E+0	-1.959100962E-1	7.093E+0	-5.3E-2
 	0E+0	2.781715651E-3	7.3662E+1	3.371767975E-4	8.2878E+1	8.429434081E-5	1.11804E+2	0E+0	9E+0	7.04E+0	7.093E+0	7.079E+0	NaN	NaN	5.8E+0	7.038E+0	-1.959100962E-1	7.093E+0	-5.3E-2
 	0E+0	2.866002779E-3	7.3926E+1	3.371767975E-4	8.2878E+1	8.429434081E-5	1.11804E+2	0E+0	9E+0	7.04E+0	7.093E+0	7.079E+0	NaN	NaN	5.8E+0	7.038E+0	-1.959100962E-1	7.093E+0	-5.3E-2
 	0E+0	2.866002779E-3	7.3032E+1	3.371767975E-4	8.2878E+1	1.264411577E-4	1.08432E+2	0E+0	9E+0	7.04E+0	7.093E+0	7.079E+0	NaN	NaN	5.8E+0	7.038E+0	-1.959100962E-1	7.093E+0	-5.3E-2
 	0E+0	2.866002779E-3	7.3032E+1	3.371767975E-4	8.2878E+1	1.264411577E-4	1.08432E+2	0E+0	9E+0	7.04E+0	7.093E+0	7.079E+0	NaN	NaN	5.8E+0	7.038E+0	-1.959100962E-1	7.093E+0	-5.3E-2
 	0E+0	2.866002779E-3	7.3032E+1	3.371767975E-4	8.2878E+1	1.264411577E-4	1.05948E+2	0E+0	9E+0	7.04E+0	7.093E+0	7.079E+0	NaN	NaN	5.8E+0	7.038E+0	-1.959100962E-1	7.093E+0	-5.3E-2
 	0E+0	2.866002779E-3	7.3032E+1	4.214709969E-4	8.3658E+1	1.264411577E-4	1.05948E+2	0E+0	9E+0	7.04E+0	7.093E+0	7.079E+0	NaN	NaN	5.8E+0	7.038E+0	-1.959100962E-1	7.093E+0	-5.3E-2
 	0E+0	2.866002779E-3	7.2756E+1	4.214709969E-4	8.3658E+1	1.264411577E-4	9.813E+1	0E+0	9E+0	7.04E+0	7.093E+0	7.079E+0	NaN	NaN	5.8E+0	7.038E+0	-1.959100962E-1	7.093E+0	-5.3E-2
 	0E+0	2.866002779E-3	7.2756E+1	4.214709969E-4	7.869E+1	1.264411577E-4	9.813E+1	0E+0	9E+0	7.04E+0	7.093E+0	7.079E+0	NaN	NaN	5.8E+0	7.038E+0	-1.959100962E-1	7.093E+0	-5.3E-2
 	0E+0	2.866002779E-3	7.2756E+1	4.214709969E-4	8.4288E+1	1.264411577E-4	1.05948E+2	0E+0	9E+0	7.035E+0	7.088E+0	7.075E+0	NaN	NaN	5.9E+0	7.033E+0	-1.938734651E-1	7.087E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.2756E+1	4.214709969E-4	7.7472E+1	1.264411577E-4	1.05948E+2	0E+0	9E+0	7.035E+0	7.088E+0	7.075E+0	NaN	NaN	5.9E+0	7.033E+0	-1.938734651E-1	7.087E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.3032E+1	4.214709969E-4	7.7472E+1	1.264411577E-4	1.16562E+2	0E+0	9E+0	7.035E+0	7.088E+0	7.075E+0	NaN	NaN	5.9E+0	7.033E+0	-1.938734651E-1	7.087E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.3032E+1	4.214709969E-4	7.7472E+1	1.264411577E-4	1.2369E+2	0E+0	9E+0	7.035E+0	7.088E+0	7.075E+0	NaN	NaN	5.9E+0	7.033E+0	-1.938734651E-1	7.087E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.3032E+1	4.214709969E-4	8.3658E+1	1.264411577E-4	1.2369E+2	0E+0	9E+0	7.035E+0	7.088E+0	7.075E+0	NaN	NaN	5.9E+0	7.033E+0	-1.938734651E-1	7.087E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.3032E+1	4.214709969E-4	8.3658E+1	1.264411577E-4	1.2369E+2	0E+0	9E+0	7.035E+0	7.088E+0	7.075E+0	NaN	NaN	5.9E+0	7.033E+0	-1.938734651E-1	7.087E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.2756E+1	3.371767975E-4	8.2878E+1	1.264411577E-4	1.2369E+2	0E+0	9E+0	7.035E+0	7.088E+0	7.075E+0	NaN	NaN	5.9E+0	7.033E+0	-1.938734651E-1	7.087E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.2756E+1	3.371767975E-4	8.2878E+1	1.264411577E-4	1.2369E+2	0E+0	9E+0	7.035E+0	7.088E+0	7.075E+0	NaN	NaN	5.9E+0	7.033E+0	-1.938734651E-1	7.087E+0	-5.2E-2
 	0E+0	2.781715651E-3	7.3662E+1	3.371767975E-4	8.2878E+1	1.264411577E-4	1.2369E+2	0E+0	9E+0	7.035E+0	7.088E+0	7.075E+0	NaN	NaN	5.9E+0	7.033E+0	-1.938734651E-1	7.087E+0	-5.2E-2
 	0E+0	2.781715651E-3	7.3662E+1	3.371767975E-4	8.2878E+1	1.264411577E-4	1.16562E+2	0E+0	9E+0	7.035E+0	7.088E+0	7.075E+0	NaN	NaN	5.9E+0	7.033E+0	-1.938734651E-1	7.087E+0	-5.2E-2
 	0E+0	2.781715651E-3	7.458E+1	3.371767975E-4	9E+1	1.685883988E-4	1.13202E+2	0E+0	9E+0	7.035E+0	7.088E+0	7.075E+0	NaN	NaN	5.9E+0	7.033E+0	-1.938734651E-1	7.087E+0	-5.2E-2
 	0E+0	2.69741438E-3	7.4322E+1	3.371767975E-4	9E+1	1.685883988E-4	1.04034E+2	0E+0	9E+0	7.035E+0	7.088E+0	7.075E+0	NaN	NaN	5.9E+0	7.033E+0	-1.938734651E-1	7.087E+0	-5.2E-2
 	0E+0	2.69741438E-3	7.5258E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.03E+0	7.083E+0	7.069E+0	NaN	NaN	5.8E+0	7.028E+0	-1.951366812E-1	7.082E+0	-5.2E-2
 	0E+0	2.69741438E-3	7.5258E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	9E+1	0E+0	9E+0	7.03E+0	7.083E+0	7.069E+0	NaN	NaN	5.8E+0	7.028E+0	-1.951366812E-1	7.082E+0	-5.2E-2
 	0E+0	2.69741438E-3	7.62E+1	4.214709969E-4	9.6342E+1	2.528825982E-4	9E+1	0E+0	9E+0	7.03E+0	7.083E+0	7.069E+0	NaN	NaN	5.8E+0	7.028E+0	-1.951366812E-1	7.082E+0	-5.2E-2
 	0E+0	2.69741438E-3	7.5966E+1	4.214709969E-4	9.6342E+1	2.528825982E-4	9E+1	0E+0	9E+0	7.03E+0	7.083E+0	7.069E+0	NaN	NaN	5.8E+0	7.028E+0	-1.951366812E-1	7.082E+0	-5.2E-2
 	0E+0	2.69741438E-3	7.7154E+1	4.214709969E-4	9.6342E+1	2.528825982E-4	9E+1	0E+0	9E+0	7.03E+0	7.083E+0	7.069E+0	NaN	NaN	5.8E+0	7.028E+0	-1.951366812E-1	7.082E+0	-5.2E-2
 	0E+0	2.781715651E-3	7.6428E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	8.4288E+1	0E+0	9E+0	7.03E+0	7.083E+0	7.069E+0	NaN	NaN	5.8E+0	7.028E+0	-1.951366812E-1	7.082E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.665E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	8.4288E+1	0E+0	9E+0	7.03E+0	7.083E+0	7.069E+0	NaN	NaN	5.8E+0	7.028E+0	-1.951366812E-1	7.082E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.665E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	9E+1	0E+0	9E+0	7.03E+0	7.083E+0	7.069E+0	NaN	NaN	5.8E+0	7.028E+0	-1.951366812E-1	7.082E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.5966E+1	4.214709969E-4	9.6342E+1	2.107362056E-4	9E+1	0E+0	9E+0	7.03E+0	7.083E+0	7.069E+0	NaN	NaN	5.8E+0	7.028E+0	-1.951366812E-1	7.082E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.5066E+1	4.214709969E-4	9E+1	2.107362056E-4	9E+1	0E+0	9E+0	7.03E+0	7.083E+0	7.069E+0	NaN	NaN	5.8E+0	7.028E+0	-1.951366812E-1	7.082E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.5066E+1	4.214709969E-4	9E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.03E+0	7.083E+0	7.069E+0	NaN	NaN	5.8E+0	7.028E+0	-1.951366812E-1	7.082E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.4178E+1	3.371767975E-4	9E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.03E+0	7.083E+0	7.069E+0	NaN	NaN	5.8E+0	7.028E+0	-1.951366812E-1	7.082E+0	-5.2E-2
 	0E+0	2.866002779E-3	7.3926E+1	3.371767975E-4	9E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.024E+0	7.075E+0	7.062E+0	NaN	NaN	5.9E+0	7.023E+0	-1.981185228E-1	7.072E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.458E+1	3.371767975E-4	9E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.024E+0	7.075E+0	7.062E+0	NaN	NaN	5.9E+0	7.023E+0	-1.981185228E-1	7.072E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.458E+1	2.528825982E-4	9E+1	2.107362056E-4	9.5712E+1	0E+0	9E+0	7.024E+0	7.075E+0	7.062E+0	NaN	NaN	5.9E+0	7.023E+0	-1.981185228E-1	7.072E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.458E+1	2.528825982E-4	8.187E+1	2.107362056E-4	9.6342E+1	0E+0	9E+0	7.024E+0	7.075E+0	7.062E+0	NaN	NaN	5.9E+0	7.023E+0	-1.981185228E-1	7.072E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.458E+1	2.528825982E-4	8.187E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.024E+0	7.075E+0	7.062E+0	NaN	NaN	5.9E+0	7.023E+0	-1.981185228E-1	7.072E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.458E+1	2.528825982E-4	8.187E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.024E+0	7.075E+0	7.062E+0	NaN	NaN	5.9E+0	7.023E+0	-1.981185228E-1	7.072E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.458E+1	2.528825982E-4	8.187E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7.024E+0	7.075E+0	7.062E+0	NaN	NaN	5.9E+0	7.023E+0	-1.981185228E-1	7.072E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.458E+1	2.528825982E-4	9E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7.024E+0	7.075E+0	7.062E+0	NaN	NaN	5.9E+0	7.023E+0	-1.981185228E-1	7.072E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.3662E+1	2.528825982E-4	9E+1	2.107362056E-4	1.02528E+2	0E+0	9E+0	7.024E+0	7.075E+0	7.062E+0	NaN	NaN	5.9E+0	7.023E+0	-1.981185228E-1	7.072E+0	-4.8E-2
 	0E+0	2.781715651E-3	7.458E+1	2.528825982E-4	9E+1	2.107362056E-4	1.06698E+2	0E+0	9E+0	7.024E+0	7.075E+0	7.062E+0	NaN	NaN	5.9E+0	7.023E+0	-1.981185228E-1	7.072E+0	-4.8E-2
 	0E+0	2.69741438E-3	7.4322E+1	2.528825982E-4	9E+1	2.107362056E-4	1.06698E+2	0E+0	9E+0	7.024E+0	7.075E+0	7.062E+0	NaN	NaN	5.9E+0	7.023E+0	-1.981185228E-1	7.072E+0	-4.8E-2
 	0E+0	2.69741438E-3	7.4322E+1	2.528825982E-4	9E+1	2.107362056E-4	1.06698E+2	0E+0	9E+0	7.024E+0	7.075E+0	7.062E+0	NaN	NaN	5.9E+0	7.023E+0	-1.981185228E-1	7.072E+0	-4.8E-2
 	0E+0	2.69741438E-3	7.4322E+1	2.528825982E-4	9E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7.019E+0	7.07E+0	7.055E+0	NaN	NaN	5.9E+0	7.017E+0	-2.009571344E-1	7.068E+0	-4.9E-2
 	0E+0	2.69741438E-3	7.4322E+1	2.528825982E-4	9.813E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7.019E+0	7.07E+0	7.055E+0	NaN	NaN	5.9E+0	7.017E+0	-2.009571344E-1	7.068E+0	-4.9E-2
 	0E+0	2.69741438E-3	7.4322E+1	3.371767975E-4	9.7122E+1	2.107362056E-4	1.0131E+2	0E+0	9E+0	7.019E+0	7.07E+0	7.055E+0	NaN	NaN	5.9E+0	7.017E+0	-2.009571344E-1	7.068E+0	-4.9E-2
