 1482         	               26.99041     	               5            	               8192         	               1482         	               1            	               117 
Header:       	              iwavelength   	              Frequency     	              NumberOfCycles              	              Record Length 	              PointsPerCycle              	              BWReduction   	              Averages
Time(s)       	              X Field(A/m)  	              Y Field (A/m) 	              Kerr (V)      	              Ref (V)       	              Processed
-0.0833625    	              -908.2552     	               0.4560185    	              -2.767347     	              -2.863647E-04               	              -2.928418 
-0.0833375    	              -910.0435     	               0.4525843    	              -2.76733      	              -3.018022E-04               	              -2.78859 
-0.0833125    	              -911.8171     	               0.4491261    	              -2.767314     	              -2.992293E-04               	              -2.811876 
-0.0832875    	              -913.5762     	               0.4456196    	              -2.767305     	              -2.966563E-04               	              -2.835169 
-0.0832625    	              -915.3212     	               0.4421373    	              -2.767398     	              -2.940834E-04               	              -2.858564 
-0.0832375    	              -917.0522     	               0.4386068    	              -2.767396     	              -2.966564E-04               	              -2.83526 
-8.321249E-02               	              -918.7693     	               0.4350281    	              -2.767368     	              -2.966564E-04               	              -2.835232 
-0.0831875    	              -920.4725     	               0.4314013    	              -2.767433     	              -2.863648E-04               	              -2.928504 
-0.0831625    	              -922.1612     	               0.4277263    	              -2.76741      	              -2.966564E-04               	              -2.835274 
-0.0831375    	              -923.8355     	               0.4240513    	              -2.76736      	              -2.837919E-04               	              -2.951733 
-0.0831125    	              -925.4954     	               0.4203523    	              -2.767349     	              -2.889376E-04               	              -2.905118 
-0.0830875    	              -927.1411     	               0.416581     	              -2.767375     	              -2.863648E-04               	              -2.928446 
-0.0830625    	              -928.7722     	               0.4128097    	              -2.76737      	              -2.915105E-04               	              -2.881838 
-0.0830375    	              -930.3882     	               0.4090384    	              -2.767325     	              -2.889376E-04               	              -2.905095 
-0.0830125    	              -931.9897     	               0.4051467    	              -2.767335     	              -2.966564E-04               	              -2.835199 
-0.0829875    	              -933.5768     	               0.401279     	              -2.767331     	              -2.940834E-04               	              -2.858497 
-0.0829625    	              -935.1496     	               0.3974114    	              -2.767323     	              -2.966564E-04               	              -2.835187 
-0.0829375    	              -936.7082     	               0.3935197    	              -2.767331     	              -2.812189E-04               	              -2.975006 
-0.0829125    	              -938.2526     	               0.3896039    	              -2.767347     	              -2.812189E-04               	              -2.975022 
-0.0828875    	              -939.7829     	               0.385664     	              -2.767349     	              -2.863648E-04               	              -2.92842 
-0.0828625    	              -941.2993     	               0.3817242    	              -2.767324     	              -2.966564E-04               	              -2.835188 
-0.0828375    	              -942.8018     	               0.3777602    	              -2.767336     	              -2.992293E-04               	              -2.811898 
-0.0828125    	              -944.2901     	               0.373724     	              -2.767357     	              -3.06948E-04  	              -2.742013 
-0.0827875    	              -945.7641     	               0.3696397    	              -2.767454     	              -2.940835E-04               	              -2.858619 
-0.0827625    	              -947.2239     	               0.3655553    	              -2.767376     	              -2.992293E-04               	              -2.811939 
-0.0827375    	              -948.669      	               0.3613988    	              -2.767356     	              -2.915105E-04               	              -2.881824 
-0.0827125    	              -950.0992     	               0.3572422    	              -2.767341     	              -3.018022E-04               	              -2.788602 
-0.0826875    	              -951.5148     	               0.3530374    	              -2.767389     	              -2.992293E-04               	              -2.811951 
-0.0826625    	              -952.9152     	               0.3487845    	              -2.767448     	              -2.940834E-04               	              -2.858614 
-0.0826375    	              -954.3002     	               0.3445316    	              -2.767428     	              -3.04375E-04  	              -2.765386 
-0.0826125    	              -955.6703     	               0.3402305    	              -2.767453     	              -2.940834E-04               	              -2.858619 
-0.0825875    	              -957.0253     	               0.3359535    	              -2.767388     	              -2.915105E-04               	              -2.881856 
-0.0825625    	              -958.3652     	               0.3317006    	              -2.767376     	              -2.992293E-04               	              -2.811939 
-0.0825375    	              -959.6905     	               0.3274477    	              -2.767429     	              -3.04375E-04  	              -2.765387 
-0.0825125    	              -961.0013     	               0.3231707    	              -2.767452     	              -2.940834E-04               	              -2.858618 
-0.0824875    	              -962.2977     	               0.3189178    	              -2.767514     	              -2.863648E-04               	              -2.928586 
-0.0824625    	              -963.5806     	               0.3146167    	              -2.767551     	              -2.889376E-04               	              -2.90532 
-0.0824375    	              -964.8503     	               0.3103157    	              -2.767482     	              -3.04375E-04  	              -2.76544 
-0.0824125    	              -966.106      	               0.3059664    	              -2.767506     	              -2.940834E-04               	              -2.858672 
-0.0823875    	              -967.3482     	               0.3015931    	              -2.767495     	              -3.069479E-04               	              -2.742152 
-0.0823625    	              -968.5768     	               0.2972439    	              -2.767511     	              -2.915105E-04               	              -2.881979 
-0.0823375    	              -969.7916     	               0.2927743    	              -2.767531     	              -3.018022E-04               	              -2.788792 
-0.0823125    	              -970.9926     	               0.2883046    	              -2.767495     	              -3.018022E-04               	              -2.788756 
-0.0822875    	              -972.1796     	               0.2837868    	              -2.767508     	              -2.889376E-04               	              -2.905277 
-0.0822625    	              -973.352      	               0.279245     	              -2.767526     	              -2.863648E-04               	              -2.928597 
-0.0822375    	              -974.5104     	               0.2747031    	              -2.767576     	              -2.966564E-04               	              -2.83544 
-0.0822125    	              -975.6547     	               0.2701131    	              -2.767591     	              -2.915105E-04               	              -2.882059 
-0.0821875    	              -976.7841     	               0.2654991    	              -2.767632     	              -3.04375E-04  	              -2.76559 
-0.0821625    	              -977.899      	               0.260885     	              -2.767658     	              -2.915105E-04               	              -2.882126 
-0.0821375    	              -978.9996     	               0.2562469    	              -2.767625     	              -2.992293E-04               	              -2.812187 
-0.0821125    	              -980.0853     	               0.2515846    	              -2.76762      	              -2.940834E-04               	              -2.858786 
-0.0820875    	              -981.1563     	               0.2468984    	              -2.767597     	              -2.940835E-04               	              -2.858763 
-0.0820625    	              -982.213      	               0.242188     	              -2.76766      	              -2.992293E-04               	              -2.812222 
-0.0820375    	              -983.2545     	               0.2374294    	              -2.767642     	              -2.966564E-04               	              -2.835506 
-0.0820125    	              -984.2814     	               0.2326709    	              -2.767622     	              -3.018022E-04               	              -2.788883 
-0.0819875    	              -985.2943     	               0.2278642    	              -2.767568     	              -3.04375E-04  	              -2.765527 
-0.0819625    	              -986.2921     	               0.2230334    	              -2.767664     	              -3.095209E-04               	              -2.719018 
-0.0819375    	              -987.2748     	               0.2182027    	              -2.767753     	              -2.915105E-04               	              -2.882221 
-0.0819125    	              -988.2432     	               0.2133719    	              -2.76773      	              -3.018022E-04               	              -2.78899 
-0.0818875    	              -989.1966     	               0.2084689    	              -2.767723     	              -2.992293E-04               	              -2.812285 
-0.0818625    	              -990.1352     	               0.2035899    	              -2.767611     	              -3.018022E-04               	              -2.788871 
-0.0818375    	              -991.0599     	               0.1986628    	              -2.767684     	              -2.863648E-04               	              -2.928755 
-0.0818125    	              -991.9697     	               0.1937357    	              -2.767782     	              -2.889376E-04               	              -2.905552 
-0.0817875    	              -992.8648     	               0.1888327    	              -2.767744     	              -2.863648E-04               	              -2.928815 
-0.0817625    	              -993.746      	               0.1838574    	              -2.767704     	              -2.915105E-04               	              -2.882172 
-0.0817375    	              -994.6127     	               0.1788581    	              -2.767795     	              -2.889376E-04               	              -2.905565 
-0.0817125    	              -995.4645     	               0.1739069    	              -2.767841     	              -2.966564E-04               	              -2.835705 
-0.0816875    	              -996.3024     	               0.1689076    	              -2.767813     	              -2.837918E-04               	              -2.952187 
-0.0816625    	              -997.1254     	               0.1639323    	              -2.7678       	              -2.966563E-04               	              -2.835665 
-0.0816375    	              -997.9333     	               0.158933     	              -2.767785     	              -2.889376E-04               	              -2.905554 
-0.0816125    	              -998.7272     	               0.1538855    	              -2.767766     	              -2.966563E-04               	              -2.83563 
-0.0815875    	              -999.5059     	               0.1488621    	              -2.767839     	              -2.940834E-04               	              -2.859005 
-0.0815625    	              -1000.269     	               0.1438386    	              -2.767903     	              -3.018022E-04               	              -2.789163 
-0.0815375    	              -1001.018     	               0.138743     	              -2.767896     	              -2.966563E-04               	              -2.83576 
-0.0815125    	              -1001.753     	               0.1336955    	              -2.767854     	              -2.915106E-04               	              -2.882321 
-0.0814875    	              -1002.471     	               0.1285035    	              -2.767844     	              -2.966564E-04               	              -2.835708 
-0.0814625    	              -1003.176     	               0.1233115    	              -2.767875     	              -3.018022E-04               	              -2.789136 
-0.0814375    	              -1003.865     	               0.1180955    	              -2.767871     	              -2.863648E-04               	              -2.928943 
-0.0814125    	              -1004.539     	               0.1128794    	              -2.767843     	              -2.889376E-04               	              -2.905613 
-0.0813875    	              -1005.199     	               0.1076393    	              -2.767834     	              -2.940834E-04               	              -2.859 
-0.0813625    	              -1005.845     	               0.102351     	              -2.767816     	              -2.889376E-04               	              -2.905585 
-0.0813375    	              -1006.475     	               9.706265E-02               	              -2.767879     	              -2.940834E-04               	              -2.859045 
-0.0813125    	              -1007.091     	               9.175026E-02               	              -2.767888     	              -3.018022E-04               	              -2.789149 
-0.0812875    	              -1007.694     	               8.643788E-02               	              -2.767978     	              -2.940835E-04               	              -2.859143 
-0.0812625    	              -1008.281     	               8.105326E-02               	              -2.767972     	              -3.06948E-04  	              -2.742628 
-8.123749E-02               	              -1008.853     	               7.569271E-02               	              -2.767952     	              -2.940834E-04               	              -2.859118 
-0.0812125    	              -1009.412     	               7.030809E-02               	              -2.767946     	              -2.940835E-04               	              -2.859112 
-0.0811875    	              -1009.954     	               6.485122E-02               	              -2.768005     	              -2.915105E-04               	              -2.882473 
-0.0811625    	              -1010.481     	               5.937028E-02               	              -2.768044     	              -2.837919E-04               	              -2.952417 
-0.0811375    	              -1010.995     	               5.388933E-02               	              -2.768014     	              -2.837918E-04               	              -2.952388 
-0.0811125    	              -1011.493     	               4.840839E-02               	              -2.767945     	              -2.915105E-04               	              -2.882413 
-0.0810875    	              -1011.976     	               4.287931E-02               	              -2.76791      	              -3.04375E-04  	              -2.765869 
-0.0810625    	              -1012.445     	               3.730208E-02               	              -2.767977     	              -3.018022E-04               	              -2.789237 
-0.0810375    	              -1012.9       	               3.170076E-02               	              -2.767965     	              -2.966563E-04               	              -2.835829 
-8.101249E-02               	              -1013.34      	               2.609944E-02               	              -2.767978     	              -2.863648E-04               	              -2.929049 
-0.0809875    	              -1013.767     	               2.047405E-02               	              -2.767958     	              -2.78646E-04  	              -2.998935 
-0.0809625    	              -1014.179     	               1.477641E-02               	              -2.767966     	              -2.992293E-04               	              -2.812528 
-0.0809375    	              -1014.577     	               9.126931E-03               	              -2.768021     	              -2.966564E-04               	              -2.835885 
-0.0809125    	              -1014.961     	               3.429294E-03               	              -2.768046     	              -2.863648E-04               	              -2.929117 
-0.0808875    	              -1015.331     	              -2.220184E-03               	              -2.768027     	              -2.889376E-04               	              -2.905797 
-0.0808625    	              -1015.686     	              -7.917821E-03               	              -2.767981     	              -2.940834E-04               	              -2.859147 
-0.0808375    	              -1016.029     	              -1.361546E-02               	              -2.768064     	              -2.992293E-04               	              -2.812626 
-0.0808125    	              -1016.358     	              -1.938534E-02               	              -2.768087     	              -2.966564E-04               	              -2.835951 
-0.0807875    	              -1016.672     	              -2.520338E-02               	              -2.768041     	              -3.018022E-04               	              -2.789301 
-0.0807625    	              -1016.974     	              -0.0309251    	              -2.76798      	              -2.940834E-04               	              -2.859146 
-0.0807375    	              -1017.261     	              -3.669497E-02               	              -2.767972     	              -3.04375E-04  	              -2.765931 
-0.0807125    	              -1017.534     	              -4.253709E-02               	              -2.767978     	              -3.018022E-04               	              -2.789238 
-0.0806875    	              -1017.794     	              -4.835513E-02               	              -2.767981     	              -2.940834E-04               	              -2.859147 
-0.0806625    	              -1018.039     	              -5.419725E-02               	              -2.767951     	              -2.915105E-04               	              -2.882419 
-0.0806375    	              -1018.27      	              -6.006345E-02               	              -2.767969     	              -2.940835E-04               	              -2.859135 
-0.0806125    	              -1018.487     	              -6.600189E-02               	              -2.767999     	              -2.992293E-04               	              -2.812561 
-0.0805875    	              -1018.689     	              -7.191625E-02               	              -2.768013     	              -2.940835E-04               	              -2.859179 
-0.0805625    	              -1018.877     	              -7.787874E-02               	              -2.767988     	              -2.966564E-04               	              -2.835852 
-0.0805375    	              -1019.052     	              -0.0837931    	              -2.768007     	              -2.966564E-04               	              -2.835871 
-0.0805125    	              -1019.212     	              -8.973154E-02               	              -2.768129     	              -2.940835E-04               	              -2.859294 
-0.0804875    	              -1019.359     	              -0.0956459    	              -2.768096     	              -2.940834E-04               	              -2.859262 
-0.0804625    	              -1019.492     	              -0.1015843    	              -2.768071     	              -2.915105E-04               	              -2.882539 
-0.0804375    	              -1019.612     	              -0.1075469    	              -2.768059     	              -3.018022E-04               	              -2.78932 
-0.0804125    	              -1019.717     	              -0.1134853    	              -2.767996     	              -2.966564E-04               	              -2.83586 
-0.0803875    	              -1019.81      	              -0.1194237    	              -2.768059     	              -2.966564E-04               	              -2.835923 
-0.0803625    	              -1019.889     	              -0.1253622    	              -2.768127     	              -2.863648E-04               	              -2.929199 
-0.0803375    	              -1019.954     	              -0.1312765    	              -2.768145     	              -2.940834E-04               	              -2.859311 
-0.0803125    	              -1020.006     	              -0.1372391    	              -2.768158     	              -2.992293E-04               	              -2.81272 
-0.0802875    	              -1020.044     	              -0.1431775    	              -2.768101     	              -3.018022E-04               	              -2.789361 
-0.0802625    	              -1020.068     	              -0.1490678    	              -2.768103     	              -3.04375E-04  	              -2.766062 
-0.0802375    	              -1020.079     	              -0.1549821    	              -2.768123     	              -3.04375E-04  	              -2.766082 
-0.0802125    	              -1020.076     	              -0.1608724    	              -2.768157     	              -2.992293E-04               	              -2.812719 
-0.0801875    	              -1020.058     	              -0.1667145    	              -2.768117     	              -3.04375E-04  	              -2.766076 
-0.0801625    	              -1020.027     	              -0.1725567    	              -2.768159     	              -3.018022E-04               	              -2.789419 
-0.0801375    	              -1019.983     	              -0.1784469    	              -2.768147     	              -2.863648E-04               	              -2.929218 
-0.0801125    	              -1019.923     	              -0.1843131    	              -2.768093     	              -2.863648E-04               	              -2.929164 
-0.0800875    	              -1019.85      	              -0.1901553    	              -2.768141     	              -2.81219E-04  	              -2.975816 
-0.0800625    	              -1019.763     	              -0.1959733    	              -2.768099     	              -2.78646E-04  	              -2.999076 
-0.0800375    	              -1019.661     	              -0.2017673    	              -2.768124     	              -2.81219E-04  	              -2.975799 
-0.0800125    	              -1019.544     	              -0.2075612    	              -2.768133     	              -2.786461E-04               	              -2.99911 
-0.0799875    	              -1019.415     	              -0.2132829    	              -2.768095     	              -2.709274E-04               	              -3.068977 
-0.0799625    	              -1019.27      	              -0.2189806    	              -2.768124     	              -2.760731E-04               	              -3.022403 
-0.0799375    	              -1019.111     	              -0.2246782    	              -2.768056     	              -2.735003E-04               	              -3.045636 
-0.0799125    	              -1018.939     	              -0.2303277    	              -2.768063     	              -2.863648E-04               	              -2.929135 
-0.0798875    	              -1018.753     	              -0.2359049    	              -2.768163     	              -2.863648E-04               	              -2.929234 
-0.0798625    	              -1018.552     	              -0.2415062    	              -2.768137     	              -2.837919E-04               	              -2.95251 
-0.0798375    	              -1018.338     	              -0.2470353    	              -2.768127     	              -2.709274E-04               	              -3.06901 
-0.0798125    	              -1018.11      	              -0.2526126    	              -2.768121     	              -2.81219E-04  	              -2.975796 
-0.0797875    	              -1017.866     	              -0.2581416    	              -2.76808      	              -2.812189E-04               	              -2.975755 
-0.0797625    	              -1017.61      	              -0.2636467    	              -2.768099     	              -2.78646E-04  	              -2.999076 
-0.0797375    	              -1017.339     	              -0.2691276    	              -2.7681       	              -2.837918E-04               	              -2.952473 
-0.0797125    	              -1017.054     	              -0.2746326    	              -2.768071     	              -2.992293E-04               	              -2.812633 
-0.0796875    	              -1016.755     	              -0.2800894    	              -2.768051     	              -2.863648E-04               	              -2.929122 
-0.0796625    	              -1016.442     	              -0.2855222    	              -2.768068     	              -2.760731E-04               	              -3.022347 
-0.0796375    	              -1016.114     	              -0.2910031    	              -2.76804      	              -2.81219E-04  	              -2.975715 
-0.0796125    	              -1015.773     	              -0.2964841    	              -2.767977     	              -2.915105E-04               	              -2.882445 
-0.0795875    	              -1015.417     	              -0.3019168    	              -2.768007     	              -2.940834E-04               	              -2.859173 
-0.0795625    	              -1015.046     	              -0.3073255    	              -2.768087     	              -2.837918E-04               	              -2.95246 
-0.0795375    	              -1014.661     	              -0.312662     	              -2.768113     	              -2.81219E-04  	              -2.975788 
-0.0795125    	              -1014.262     	              -0.3179984    	              -2.768079     	              -2.915105E-04               	              -2.882547 
-0.0794875    	              -1013.846     	              -0.3232867    	              -2.768019     	              -2.915105E-04               	              -2.882487 
-0.0794625    	              -1013.418     	              -0.328575     	              -2.76802      	              -2.709274E-04               	              -3.068902 
-0.0794375    	              -1012.974     	              -0.3337911    	              -2.768026     	              -2.837919E-04               	              -2.952399 
-0.0794125    	              -1012.515     	              -0.3390071    	              -2.768013     	              -2.837919E-04               	              -2.952386 
-0.0793875    	              -1012.044     	              -0.3441509    	              -2.76807      	              -2.940834E-04               	              -2.859236 
-0.0793625    	              -1011.559     	              -0.3493188    	              -2.768075     	              -2.889376E-04               	              -2.905844 
-0.0793375    	              -1011.059     	              -0.3544386    	              -2.768106     	              -2.863648E-04               	              -2.929177 
-0.0793125    	              -1010.547     	              -0.3595583    	              -2.768065     	              -2.863647E-04               	              -2.929137 
-0.0792875    	              -1010.022     	              -0.3646299    	              -2.768079     	              -2.863648E-04               	              -2.92915 
-0.0792625    	              -1009.481     	              -0.3697256    	              -2.768038     	              -2.837919E-04               	              -2.952411 
-0.0792375    	              -1008.928     	              -0.3747971    	              -2.768006     	              -2.863648E-04               	              -2.929077 
-0.0792125    	              -1008.361     	              -0.3797965    	              -2.768077     	              -2.966564E-04               	              -2.835941 
-0.0791875    	              -1007.779     	              -0.3847477    	              -2.768056     	              -2.940835E-04               	              -2.859222 
-0.0791625    	              -1007.184     	              -0.3896748    	              -2.76796      	              -2.915105E-04               	              -2.882428 
-0.0791375    	              -1006.575     	              -0.3945778    	              -2.768016     	              -2.863648E-04               	              -2.929087 
-0.0791125    	              -1005.95      	              -0.3994086    	              -2.768043     	              -2.889376E-04               	              -2.905812 
-0.0790875    	              -1005.311     	              -0.4041912    	              -2.768001     	              -2.915105E-04               	              -2.882469 
-0.0790625    	              -1004.659     	              -0.4089498    	              -2.767972     	              -2.915105E-04               	              -2.88244 
-7.903749E-02               	              -1003.991     	              -0.4136602    	              -2.767986     	              -2.915105E-04               	              -2.882453 
-0.0790125    	              -1003.308     	              -0.4182984    	              -2.767995     	              -2.915105E-04               	              -2.882463 
-0.0789875    	              -1002.613     	              -0.4228643    	              -2.768008     	              -2.915105E-04               	              -2.882475 
-0.0789625    	              -1001.901     	              -0.4274061    	              -2.767908     	              -2.915105E-04               	              -2.882375 
-0.0789375    	              -1001.174     	              -0.4319479    	              -2.767892     	              -2.889376E-04               	              -2.905662 
-0.0789125    	              -1000.435     	              -0.4364657    	              -2.767973     	              -2.863647E-04               	              -2.929045 
-0.0788875    	              -999.6797     	              -0.4409594    	              -2.768023     	              -2.863648E-04               	              -2.929094 
-0.0788625    	              -998.9099     	              -0.4454049    	              -2.768049     	              -2.966564E-04               	              -2.835913 
-0.0788375    	              -998.1271     	              -0.4497782    	              -2.768028     	              -2.915105E-04               	              -2.882496 
-7.881249E-02               	              -997.3282     	              -0.4541756    	              -2.76793      	              -2.915105E-04               	              -2.882398 
-0.0787875    	              -996.5143     	              -0.4585489    	              -2.767936     	              -2.940834E-04               	              -2.859102 
-0.0787625    	              -995.6879     	              -0.4628499    	              -2.767888     	              -2.940835E-04               	              -2.859054 
-0.0787375    	              -994.8458     	              -0.4670547    	              -2.767884     	              -2.940834E-04               	              -2.85905 
-0.0787125    	              -993.9885     	              -0.4712353    	              -2.767844     	              -2.837919E-04               	              -2.952217 
-0.0786875    	              -993.1186     	              -0.4753678    	              -2.76789      	              -2.78646E-04  	              -2.998867 
-0.0786625    	              -992.2325     	              -0.4794522    	              -2.76792      	              -2.81219E-04  	              -2.975595 
-0.0786375    	              -991.3305     	              -0.4834884    	              -2.767841     	              -2.863648E-04               	              -2.928912 
-0.0786125    	              -990.416      	              -0.4874523    	              -2.76789      	              -2.863648E-04               	              -2.928962 
-7.858749E-02               	              -989.4854     	              -0.4913922    	              -2.767906     	              -2.966564E-04               	              -2.83577 
-0.0785625    	              -988.5384     	              -0.4952598    	              -2.767828     	              -2.966564E-04               	              -2.835692 
-0.0785375    	              -987.5784     	              -0.4990552    	              -2.767823     	              -2.992292E-04               	              -2.812385 
-0.0785125    	              -986.6024     	              -0.5028265    	              -2.767868     	              -2.966563E-04               	              -2.835732 
-0.0784875    	              -985.6099     	              -0.5065497    	              -2.767778     	              -3.069479E-04               	              -2.742435 
-0.0784625    	              -984.6046     	              -0.5102006    	              -2.767739     	              -2.915105E-04               	              -2.882207 
-0.0784375    	              -983.5836     	              -0.5137793    	              -2.767726     	              -3.043751E-04               	              -2.765684 
-0.0784125    	              -982.546      	              -0.5173339    	              -2.767748     	              -3.018022E-04               	              -2.789008 
-0.0783875    	              -981.4957     	              -0.5208403    	              -2.767831     	              -2.915105E-04               	              -2.882299 
-0.0783625    	              -980.4305     	              -0.5242745    	              -2.767958     	              -2.863648E-04               	              -2.929029 
-0.0783375    	              -979.3486     	              -0.5276365    	              -2.7679       	              -2.760731E-04               	              -3.022179 
-0.0783125    	              -978.2536     	              -0.5309744    	              -2.767709     	              -2.889376E-04               	              -2.905478 
-0.0782875    	              -977.1437     	              -0.5341678    	              -2.767698     	              -2.863647E-04               	              -2.928769 
-0.0782625    	              -976.0169     	              -0.5373131    	              -2.767745     	              -2.837919E-04               	              -2.952118 
-0.0782375    	              -974.8768     	              -0.5404102    	              -2.767736     	              -2.915105E-04               	              -2.882204 
-0.0782125    	              -973.722      	              -0.5434591    	              -2.767781     	              -2.966563E-04               	              -2.835645 
-0.0781875    	              -972.55       	              -0.5463877    	              -2.767746     	              -2.992293E-04               	              -2.812309 
-0.0781625    	              -971.3638     	              -0.5492681    	              -2.767704     	              -2.837919E-04               	              -2.952077 
-0.0781375    	              -970.1625     	              -0.5520521    	              -2.767677     	              -2.837918E-04               	              -2.95205 
-0.0781125    	              -968.9427     	              -0.5548603    	              -2.767666     	              -2.863648E-04               	              -2.928737 
-0.0780875    	              -967.7076     	              -0.5575721    	              -2.767649     	              -3.04375E-04  	              -2.765607 
-0.0780625    	              -966.4572     	              -0.5602117    	              -2.767671     	              -3.018022E-04               	              -2.788932 
-0.0780375    	              -965.1872     	              -0.5628754    	              -2.767626     	              -2.863647E-04               	              -2.928697 
-0.0780125    	              -963.9008     	              -0.565515     	              -2.767634     	              -2.915105E-04               	              -2.882102 
-0.0779875    	              -962.5991     	              -0.5680824    	              -2.767585     	              -2.992293E-04               	              -2.812147 
-0.0779625    	              -961.2781     	              -0.5706016    	              -2.767501     	              -2.915106E-04               	              -2.881969 
-0.0779375    	              -959.9407     	              -0.5730726    	              -2.767465     	              -2.78646E-04  	              -2.998442 
-0.0779125    	              -958.5884     	              -0.5754955    	              -2.767499     	              -2.837919E-04               	              -2.951872 
-0.0778875    	              -957.217      	              -0.5778702    	              -2.767524     	              -2.966564E-04               	              -2.835388 
-0.0778625    	              -955.8282     	              -0.5801487    	              -2.767501     	              -2.992293E-04               	              -2.812063 
-0.0778375    	              -954.424      	              -0.5823548    	              -2.767508     	              -2.889376E-04               	              -2.905277 
-0.0778125    	              -952.9998     	              -0.5845128    	              -2.767504     	              -2.837919E-04               	              -2.951877 
-0.0777875    	              -951.5571     	              -0.5866227    	              -2.76747      	              -2.786461E-04               	              -2.998447 
-0.0777625    	              -950.0987     	              -0.5886363    	              -2.767458     	              -2.863648E-04               	              -2.928529 
-0.0777375    	              -948.6202     	              -0.5905535    	              -2.767471     	              -2.889376E-04               	              -2.905241 
-0.0777125    	              -947.1223     	              -0.5925189    	              -2.767463     	              -2.889376E-04               	              -2.905233 
-0.0776875    	              -945.6087     	              -0.5943879    	              -2.767429     	              -2.915105E-04               	              -2.881897 
-0.0776625    	              -944.0743     	              -0.5961366    	              -2.767384     	              -2.837919E-04               	              -2.951757 
-0.0776375    	              -942.5197     	              -0.5978853    	              -2.767422     	              -2.940835E-04               	              -2.858588 
-0.0776125    	              -940.9493     	              -0.5994895    	              -2.767413     	              -2.940834E-04               	              -2.858579 
-0.0775875    	              -939.3577     	              -0.6010696    	              -2.767422     	              -2.966564E-04               	              -2.835286 
-0.0775625    	              -937.7446     	              -0.6025053    	              -2.767374     	              -2.966563E-04               	              -2.835238 
-0.0775375    	              -936.1143     	              -0.6038446    	              -2.767435     	              -2.915105E-04               	              -2.881903 
-0.0775125    	              -934.462      	              -0.6051358    	              -2.767409     	              -2.966564E-04               	              -2.835273 
-0.0774875    	              -932.7868     	              -0.6063307    	              -2.767333     	              -2.966564E-04               	              -2.835197 
-0.0774625    	              -931.0943     	              -0.6074533    	              -2.767231     	              -2.889376E-04               	              -2.905 
-0.0774375    	              -929.3798     	              -0.6084796    	              -2.767285     	              -2.837919E-04               	              -2.951658 
-0.0774125    	              -927.6423     	              -0.6094577    	              -2.767295     	              -2.915105E-04               	              -2.881763 
-0.0773875    	              -925.887      	              -0.6103877    	              -2.767296     	              -2.966564E-04               	              -2.83516 
-0.0773625    	              -924.1098     	              -0.6111974    	              -2.767277     	              -2.863648E-04               	              -2.928348 
-0.0773375    	              -922.3082     	              -0.6119106    	              -2.767282     	              -2.966564E-04               	              -2.835146 
-0.0773125    	              -920.4875     	              -0.6125276    	              -2.767294     	              -2.940834E-04               	              -2.85846 
-0.0772875    	              -918.6434     	              -0.613        	              -2.767219     	              -2.940834E-04               	              -2.858385 
-0.0772625    	              -916.7724     	              -0.6134244    	              -2.767211     	              -2.940834E-04               	              -2.858377 
-0.0772375    	              -914.8803     	              -0.6137043    	              -2.767227     	              -2.837919E-04               	              -2.9516 
-0.0772125    	              -912.9638     	              -0.6138155    	              -2.767206     	              -2.915105E-04               	              -2.881674 
-0.0771875    	              -911.0197     	              -0.6138787    	              -2.767226     	              -2.837919E-04               	              -2.951599 
-0.0771625    	              -909.054      	              -0.6137974    	              -2.767172     	              -2.915105E-04               	              -2.88164 
-0.0771375    	              -907.0645     	              -0.6135716    	              -2.767152     	              -2.812189E-04               	              -2.974827 
-0.0771125    	              -905.0472     	              -0.6132013    	              -2.767135     	              -2.915105E-04               	              -2.881603 
-0.0770875    	              -903.007      	              -0.6126866    	              -2.767042     	              -2.915106E-04               	              -2.88151 
-0.0770625    	              -900.9428     	              -0.6119551    	              -2.766976     	              -2.889376E-04               	              -2.904745 
-0.0770375    	              -898.8499     	              -0.6110551    	              -2.767055     	              -2.915105E-04               	              -2.881523 
-0.0770125    	              -896.7328     	              -0.6100106    	              -2.767117     	              -3.018022E-04               	              -2.788377 
-0.0769875    	              -894.5911     	              -0.6087735    	              -2.767098     	              -3.018022E-04               	              -2.788358 
-0.0769625    	              -892.4197     	              -0.6072715    	              -2.767056     	              -3.018022E-04               	              -2.788316 
-0.0769375    	              -890.2236     	              -0.605601     	              -2.76699      	              -2.992293E-04               	              -2.811552 
-0.0769125    	              -888.0038     	              -0.6036897    	              -2.767034     	              -2.966564E-04               	              -2.834898 
-0.0768875    	              -885.7556     	              -0.6015134    	              -2.767025     	              -2.915105E-04               	              -2.881493 
-0.0768625    	              -883.4825     	              -0.5992168    	              -2.76699      	              -2.940835E-04               	              -2.858156 
-7.683749E-02               	              -881.1863     	              -0.5966554    	              -2.766958     	              -2.915105E-04               	              -2.881426 
-0.0768125    	              -878.862      	              -0.5939254    	              -2.766932     	              -2.735002E-04               	              -3.044512 
